Humidity,Temperature,UnixTime,Hour,Minute
84.0,29.5,1592688109,21,21
84.0,29.5,1592688119,21,21
84.0,29.5,1592688130,21,22
84.0,29.5,1592688140,21,22
84.0,29.2,1592688151,21,22
84.0,29.2,1592688161,21,22
84.0,29.2,1592688171,21,22
84.0,29.3,1592688182,21,23
84.0,29.5,1592688192,21,23
84.0,29.5,1592688202,21,23
84.0,29.5,1592688213,21,23
84.0,29.5,1592688223,21,23
84.0,29.5,1592688233,21,23
84.0,29.5,1592688244,21,24
84.0,29.5,1592688254,21,24
84.0,29.5,1592688265,21,24
84.0,29.4,1592688275,21,24
84.0,29.5,1592688285,21,24
84.0,29.6,1592688296,21,24
84.0,29.6,1592688306,21,25
84.0,29.6,1592688316,21,25
84.0,29.6,1592688327,21,25
83.0,29.6,1592688337,21,25
83.0,29.6,1592688347,21,25
83.0,29.6,1592688358,21,25
83.0,29.6,1592688368,21,26
83.0,29.6,1592688378,21,26
83.0,29.6,1592688389,21,26
83.0,29.6,1592688399,21,26
82.0,29.6,1592688409,21,26
82.0,29.3,1592688420,21,27
82.0,29.5,1592688430,21,27
82.0,29.5,1592688440,21,27
83.0,29.5,1592688451,21,27
82.0,29.5,1592688461,21,27
82.0,29.5,1592688471,21,27
82.0,29.5,1592688482,21,28
83.0,29.2,1592688492,21,28
83.0,29.2,1592688502,21,28
83.0,28.9,1592688513,21,28
83.0,28.9,1592688523,21,28
83.0,28.9,1592688534,21,28
83.0,28.9,1592688544,21,29
83.0,29.0,1592688554,21,29
83.0,29.2,1592688564,21,29
83.0,29.2,1592688575,21,29
83.0,29.2,1592688586,21,29
84.0,29.2,1592688597,21,29
84.0,29.2,1592688607,21,30
84.0,29.2,1592688618,21,30
84.0,29.5,1592688628,21,30
84.0,29.5,1592688638,21,30
83.0,29.5,1592688649,21,30
83.0,29.3,1592688659,21,30
83.0,29.6,1592688669,21,31
83.0,29.6,1592688680,21,31
83.0,29.6,1592688690,21,31
83.0,29.6,1592688700,21,31
83.0,29.5,1592688711,21,31
83.0,29.5,1592688721,21,32
83.0,29.5,1592688731,21,32
83.0,29.5,1592688742,21,32
83.0,29.5,1592688752,21,32
83.0,29.5,1592688762,21,32
83.0,29.5,1592688773,21,32
83.0,29.5,1592688783,21,33
83.0,29.5,1592688793,21,33
83.0,29.5,1592688804,21,33
83.0,29.5,1592688814,21,33
83.0,29.5,1592688824,21,33
83.0,29.4,1592688836,21,33
83.0,29.3,1592688847,21,34
83.0,29.6,1592688857,21,34
83.0,29.6,1592688867,21,34
83.0,29.6,1592688878,21,34
83.0,29.6,1592688888,21,34
83.0,29.6,1592688898,21,34
83.0,29.6,1592688909,21,35
83.0,29.6,1592688919,21,35
83.0,29.6,1592688929,21,35
83.0,29.6,1592688940,21,35
83.0,29.6,1592688950,21,35
83.0,29.6,1592688961,21,36
83.0,29.7,1592688971,21,36
83.0,29.9,1592688981,21,36
83.0,29.9,1592688992,21,36
83.0,29.9,1592689002,21,36
83.0,29.9,1592689012,21,36
82.0,29.9,1592689023,21,37
82.0,30.1,1592689033,21,37
81.0,30.2,1592689043,21,37
81.0,30.0,1592689054,21,37
81.0,30.0,1592689064,21,37
81.0,30.0,1592689074,21,37
81.0,30.0,1592689085,21,38
81.0,30.0,1592689095,21,38
81.0,30.0,1592689105,21,38
81.0,30.0,1592689116,21,38
80.0,30.4,1592689126,21,38
80.0,30.4,1592689136,21,38
80.0,30.4,1592689147,21,39
80.0,30.4,1592689157,21,39
80.0,30.4,1592689168,21,39
80.0,30.4,1592689179,21,39
80.0,30.4,1592689189,21,39
80.0,30.4,1592689199,21,39
80.0,30.4,1592689210,21,40
80.0,30.4,1592689220,21,40
80.0,30.4,1592689230,21,40
80.0,30.4,1592689241,21,40
80.0,30.4,1592689251,21,40
80.0,30.4,1592689261,21,41
80.0,30.4,1592689272,21,41
80.0,30.4,1592689282,21,41
79.0,30.0,1592689292,21,41
79.0,30.0,1592689303,21,41
79.0,30.0,1592689313,21,41
79.0,30.0,1592689325,21,42
80.0,30.3,1592689335,21,42
80.0,30.3,1592689346,21,42
80.0,30.3,1592689356,21,42
80.0,29.9,1592689366,21,42
81.0,29.9,1592689377,21,42
81.0,29.9,1592689387,21,43
81.0,29.9,1592689397,21,43
81.0,29.9,1592689408,21,43
81.0,29.7,1592689418,21,43
81.0,29.6,1592689429,21,43
82.0,29.6,1592689439,21,43
82.0,29.6,1592689449,21,44
82.0,29.6,1592689460,21,44
82.0,29.6,1592689470,21,44
82.0,29.6,1592689480,21,44
82.0,29.6,1592689491,21,44
82.0,29.6,1592689501,21,45
82.0,29.6,1592689511,21,45
82.0,29.6,1592689522,21,45
83.0,29.6,1592689532,21,45
83.0,29.6,1592689542,21,45
83.0,29.6,1592689553,21,45
83.0,29.2,1592689563,21,46
83.0,29.3,1592689573,21,46
83.0,29.5,1592689584,21,46
83.0,29.5,1592689595,21,46
83.0,29.4,1592689605,21,46
83.0,29.5,1592689615,21,46
83.0,29.5,1592689626,21,47
83.0,29.5,1592689636,21,47
83.0,29.5,1592689646,21,47
84.0,29.2,1592689657,21,47
84.0,29.2,1592689667,21,47
84.0,29.2,1592689678,21,47
84.0,28.9,1592689688,21,48
84.0,29.1,1592689698,21,48
85.0,29.2,1592689709,21,48
84.0,29.0,1592689719,21,48
84.0,28.8,1592689729,21,48
84.0,28.8,1592689740,21,49
84.0,28.8,1592689750,21,49
85.0,28.8,1592689760,21,49
85.0,28.8,1592689771,21,49
85.0,28.8,1592689781,21,49
85.0,28.8,1592689791,21,49
85.0,28.8,1592689802,21,50
85.0,28.8,1592689812,21,50
85.0,28.8,1592689822,21,50
85.0,28.7,1592689833,21,50
86.0,28.6,1592689843,21,50
86.0,28.8,1592689853,21,50
86.0,28.8,1592689864,21,51
86.0,28.8,1592689875,21,51
86.0,28.8,1592689886,21,51
87.0,28.8,1592689896,21,51
87.0,28.8,1592689907,21,51
86.0,28.8,1592689917,21,51
86.0,28.9,1592689927,21,52
86.0,29.2,1592689938,21,52
87.0,28.9,1592689948,21,52
87.0,28.8,1592689958,21,52
86.0,28.8,1592689969,21,52
86.0,28.5,1592689979,21,52
87.0,28.5,1592689989,21,53
87.0,28.5,1592690000,21,53
87.0,28.5,1592690010,21,53
88.0,28.2,1592690021,21,53
88.0,28.2,1592690032,21,53
88.0,28.2,1592690042,21,54
89.0,28.2,1592690052,21,54
89.0,28.2,1592690063,21,54
88.0,28.2,1592690073,21,54
88.0,28.2,1592690083,21,54
88.0,28.2,1592690094,21,54
89.0,28.2,1592690104,21,55
89.0,28.2,1592690114,21,55
89.0,28.2,1592690125,21,55
89.0,28.2,1592690135,21,55
89.0,28.5,1592690145,21,55
89.0,28.5,1592690156,21,55
89.0,28.5,1592690166,21,56
89.0,28.5,1592690176,21,56
89.0,28.5,1592690187,21,56
89.0,28.5,1592690198,21,56
89.0,28.5,1592690208,21,56
89.0,28.5,1592690218,21,56
89.0,28.5,1592690229,21,57
89.0,28.5,1592690239,21,57
89.0,28.5,1592690249,21,57
89.0,28.5,1592690260,21,57
89.0,28.5,1592690270,21,57
89.0,28.5,1592690281,21,58
89.0,28.5,1592690291,21,58
89.0,28.5,1592690301,21,58
89.0,28.5,1592690312,21,58
89.0,28.5,1592690322,21,58
89.0,28.5,1592690332,21,58
89.0,28.5,1592690343,21,59
89.0,28.3,1592690353,21,59
89.0,28.2,1592690364,21,59
89.0,28.2,1592690374,21,59
89.0,28.2,1592690384,21,59
89.0,28.2,1592690395,21,59
89.0,28.2,1592690405,22,0
89.0,28.2,1592690415,22,0
89.0,28.2,1592690426,22,0
89.0,28.0,1592690436,22,0
89.0,28.1,1592690446,22,0
89.0,27.9,1592690457,22,0
90.0,27.8,1592690467,22,1
90.0,27.8,1592690477,22,1
90.0,27.8,1592690488,22,1
90.0,27.8,1592690498,22,1
91.0,27.8,1592690508,22,1
91.0,27.8,1592690519,22,1
91.0,27.8,1592690529,22,2
91.0,27.8,1592690539,22,2
91.0,27.8,1592690550,22,2
91.0,27.8,1592690560,22,2
91.0,27.8,1592690570,22,2
91.0,27.8,1592690581,22,3
91.0,27.8,1592690591,22,3
91.0,28.0,1592690602,22,3
91.0,28.1,1592690612,22,3
91.0,28.0,1592690622,22,3
91.0,28.1,1592690633,22,3
91.0,27.9,1592690643,22,4
91.0,27.8,1592690653,22,4
91.0,28.1,1592690664,22,4
91.0,28.1,1592690674,22,4
91.0,28.1,1592690684,22,4
92.0,28.0,1592690695,22,4
92.0,27.9,1592690705,22,5
92.0,27.8,1592690715,22,5
92.0,27.8,1592690726,22,5
92.0,27.8,1592690737,22,5
92.0,27.8,1592690747,22,5
92.0,27.9,1592690757,22,5
91.0,28.2,1592690768,22,6
91.0,28.2,1592690778,22,6
91.0,28.2,1592690788,22,6
91.0,28.2,1592690799,22,6
91.0,28.2,1592690809,22,6
91.0,28.2,1592690819,22,6
91.0,28.2,1592690830,22,7
91.0,28.2,1592690840,22,7
91.0,28.2,1592690850,22,7
91.0,28.2,1592690861,22,7
91.0,28.2,1592690871,22,7
91.0,28.2,1592690881,22,8
91.0,27.9,1592690892,22,8
91.0,27.8,1592690902,22,8
91.0,27.8,1592690914,22,8
91.0,27.9,1592690924,22,8
91.0,27.9,1592690935,22,8
91.0,27.8,1592690945,22,9
91.0,27.8,1592690955,22,9
91.0,27.8,1592690966,22,9
91.0,27.9,1592690976,22,9
91.0,27.8,1592690986,22,9
91.0,27.8,1592690997,22,9
91.0,27.8,1592691007,22,10
91.0,27.8,1592691017,22,10
91.0,27.8,1592691028,22,10
91.0,28.2,1592691038,22,10
91.0,28.2,1592691049,22,10
91.0,28.2,1592691059,22,10
91.0,28.2,1592691069,22,11
91.0,28.2,1592691080,22,11
91.0,28.2,1592691090,22,11
91.0,28.5,1592691101,22,11
91.0,28.4,1592691111,22,11
91.0,28.2,1592691121,22,12
90.0,28.2,1592691132,22,12
90.0,28.2,1592691142,22,12
90.0,28.2,1592691152,22,12
89.0,27.9,1592691163,22,12
89.0,27.8,1592691173,22,12
90.0,27.9,1592691183,22,13
90.0,27.9,1592691194,22,13
90.0,28.0,1592691204,22,13
90.0,28.0,1592691214,22,13
90.0,27.9,1592691225,22,13
90.0,28.0,1592691235,22,13
90.0,27.9,1592691245,22,14
90.0,27.8,1592691256,22,14
90.0,27.8,1592691266,22,14
90.0,27.8,1592691276,22,14
90.0,27.8,1592691287,22,14
90.0,27.8,1592691297,22,14
90.0,27.8,1592691308,22,15
90.0,27.8,1592691318,22,15
90.0,27.8,1592691328,22,15
90.0,28.2,1592691339,22,15
90.0,28.2,1592691349,22,15
89.0,28.2,1592691359,22,15
89.0,28.0,1592691370,22,16
89.0,27.8,1592691380,22,16
89.0,27.8,1592691390,22,16
89.0,27.8,1592691401,22,16
89.0,27.8,1592691411,22,16
89.0,27.8,1592691421,22,17
89.0,27.8,1592691432,22,17
89.0,27.8,1592691442,22,17
89.0,27.8,1592691452,22,17
89.0,27.8,1592691463,22,17
89.0,27.8,1592691473,22,17
89.0,27.8,1592691483,22,18
89.0,27.8,1592691494,22,18
89.0,27.8,1592691504,22,18
89.0,27.8,1592691514,22,18
89.0,27.8,1592691525,22,18
89.0,28.0,1592691535,22,18
89.0,27.9,1592691546,22,19
89.0,27.8,1592691556,22,19
89.0,27.9,1592691566,22,19
89.0,28.1,1592691577,22,19
89.0,28.1,1592691587,22,19
89.0,28.0,1592691597,22,19
89.0,27.9,1592691608,22,20
89.0,27.8,1592691618,22,20
89.0,27.8,1592691628,22,20
89.0,27.8,1592691639,22,20
89.0,27.8,1592691649,22,20
89.0,28.0,1592691660,22,21
89.0,28.2,1592691670,22,21
89.0,28.2,1592691680,22,21
89.0,28.2,1592691691,22,21
89.0,28.2,1592691701,22,21
89.0,28.5,1592691711,22,21
89.0,28.5,1592691722,22,22
89.0,28.4,1592691732,22,22
89.0,28.2,1592691742,22,22
89.0,28.2,1592691753,22,22
89.0,28.2,1592691763,22,22
89.0,28.5,1592691773,22,22
88.0,28.5,1592691784,22,23
88.0,28.5,1592691794,22,23
88.0,28.5,1592691804,22,23
88.0,28.3,1592691815,22,23
88.0,28.2,1592691825,22,23
89.0,28.2,1592691836,22,23
89.0,28.2,1592691846,22,24
89.0,28.2,1592691856,22,24
89.0,28.5,1592691867,22,24
89.0,28.5,1592691877,22,24
89.0,28.5,1592691887,22,24
89.0,28.5,1592691898,22,24
89.0,28.4,1592691908,22,25
89.0,28.2,1592691918,22,25
89.0,28.2,1592691929,22,25
89.0,28.3,1592691939,22,25
89.0,28.3,1592691951,22,25
88.0,28.5,1592691961,22,26
88.0,28.3,1592691972,22,26
88.0,28.4,1592691982,22,26
88.0,28.5,1592691992,22,26
88.0,28.5,1592692003,22,26
88.0,28.5,1592692013,22,26
88.0,28.5,1592692023,22,27
88.0,28.5,1592692034,22,27
88.0,28.5,1592692044,22,27
88.0,28.5,1592692055,22,27
88.0,28.5,1592692065,22,27
88.0,28.5,1592692076,22,27
88.0,28.2,1592692086,22,28
88.0,28.2,1592692096,22,28
88.0,28.2,1592692107,22,28
88.0,28.2,1592692117,22,28
88.0,28.2,1592692127,22,28
88.0,28.2,1592692138,22,28
88.0,27.8,1592692148,22,29
88.0,27.9,1592692158,22,29
88.0,27.8,1592692169,22,29
88.0,27.8,1592692179,22,29
89.0,27.8,1592692189,22,29
89.0,27.8,1592692200,22,30
89.0,27.8,1592692210,22,30
89.0,27.8,1592692220,22,30
89.0,27.8,1592692231,22,30
89.0,27.9,1592692241,22,30
89.0,28.2,1592692251,22,30
89.0,28.2,1592692262,22,31
89.0,28.2,1592692272,22,31
89.0,28.2,1592692282,22,31
89.0,28.2,1592692293,22,31
89.0,28.2,1592692303,22,31
89.0,28.2,1592692314,22,31
88.0,28.2,1592692324,22,32
89.0,28.2,1592692334,22,32
89.0,28.2,1592692345,22,32
89.0,28.2,1592692355,22,32
89.0,27.9,1592692365,22,32
89.0,27.8,1592692376,22,32
88.0,28.2,1592692386,22,33
88.0,28.2,1592692396,22,33
88.0,28.0,1592692407,22,33
88.0,27.8,1592692417,22,33
88.0,27.8,1592692427,22,33
88.0,27.8,1592692438,22,33
88.0,27.8,1592692448,22,34
88.0,27.8,1592692458,22,34
88.0,27.8,1592692469,22,34
88.0,27.8,1592692479,22,34
88.0,27.8,1592692490,22,34
88.0,28.0,1592692500,22,35
88.0,28.2,1592692510,22,35
88.0,28.2,1592692521,22,35
88.0,28.2,1592692531,22,35
88.0,28.2,1592692541,22,35
88.0,28.2,1592692552,22,35
88.0,28.2,1592692562,22,36
88.0,28.2,1592692572,22,36
88.0,28.2,1592692583,22,36
89.0,28.2,1592692593,22,36
89.0,28.1,1592692603,22,36
89.0,27.8,1592692614,22,36
89.0,28.0,1592692624,22,37
89.0,28.2,1592692635,22,37
89.0,28.2,1592692645,22,37
89.0,28.2,1592692655,22,37
89.0,27.8,1592692666,22,37
89.0,27.8,1592692676,22,37
89.0,27.8,1592692686,22,38
89.0,27.8,1592692697,22,38
89.0,27.8,1592692707,22,38
89.0,27.8,1592692717,22,38
89.0,27.8,1592692728,22,38
89.0,28.0,1592692738,22,38
89.0,28.2,1592692748,22,39
89.0,28.2,1592692759,22,39
89.0,28.2,1592692769,22,39
89.0,28.2,1592692779,22,39
89.0,28.2,1592692790,22,39
89.0,28.2,1592692800,22,40
89.0,28.2,1592692810,22,40
89.0,28.2,1592692821,22,40
88.0,28.1,1592692831,22,40
88.0,27.8,1592692842,22,40
88.0,27.8,1592692852,22,40
88.0,27.9,1592692862,22,41
88.0,28.1,1592692873,22,41
88.0,28.0,1592692883,22,41
88.0,27.9,1592692893,22,41
88.0,27.9,1592692904,22,41
89.0,27.9,1592692914,22,41
89.0,28.0,1592692924,22,42
89.0,28.0,1592692935,22,42
89.0,27.9,1592692945,22,42
89.0,27.9,1592692955,22,42
89.0,27.8,1592692966,22,42
89.0,28.0,1592692976,22,42
89.0,28.0,1592692988,22,43
89.0,28.0,1592692998,22,43
89.0,27.8,1592693009,22,43
88.0,27.8,1592693019,22,43
88.0,27.8,1592693029,22,43
89.0,27.8,1592693040,22,44
89.0,27.8,1592693050,22,44
89.0,27.9,1592693060,22,44
89.0,27.8,1592693071,22,44
89.0,27.8,1592693081,22,44
89.0,27.8,1592693091,22,44
89.0,27.8,1592693102,22,45
89.0,28.0,1592693112,22,45
89.0,27.9,1592693122,22,45
89.0,27.9,1592693133,22,45
89.0,27.8,1592693143,22,45
89.0,27.8,1592693153,22,45
89.0,27.8,1592693164,22,46
89.0,27.8,1592693174,22,46
88.0,27.8,1592693185,22,46
88.0,27.8,1592693195,22,46
88.0,27.8,1592693206,22,46
88.0,27.8,1592693217,22,46
88.0,27.8,1592693227,22,47
88.0,27.8,1592693237,22,47
88.0,27.8,1592693248,22,47
88.0,27.8,1592693258,22,47
88.0,28.1,1592693268,22,47
88.0,27.9,1592693279,22,47
88.0,27.9,1592693289,22,48
88.0,27.8,1592693299,22,48
88.0,27.8,1592693310,22,48
88.0,28.0,1592693320,22,48
88.0,27.8,1592693331,22,48
89.0,27.9,1592693341,22,49
89.0,27.8,1592693351,22,49
89.0,27.8,1592693362,22,49
88.0,27.8,1592693372,22,49
88.0,27.8,1592693382,22,49
88.0,27.8,1592693393,22,49
88.0,27.8,1592693403,22,50
88.0,27.8,1592693413,22,50
88.0,28.0,1592693424,22,50
88.0,27.8,1592693434,22,50
88.0,27.8,1592693444,22,50
88.0,27.8,1592693455,22,50
88.0,27.8,1592693465,22,51
88.0,27.8,1592693475,22,51
88.0,27.8,1592693486,22,51
88.0,27.8,1592693496,22,51
88.0,27.8,1592693506,22,51
88.0,27.8,1592693517,22,51
89.0,27.8,1592693527,22,52
89.0,27.8,1592693537,22,52
89.0,27.8,1592693548,22,52
89.0,28.0,1592693558,22,52
89.0,28.0,1592693569,22,52
89.0,27.9,1592693579,22,52
89.0,28.0,1592693589,22,53
89.0,28.0,1592693600,22,53
89.0,28.0,1592693610,22,53
89.0,27.8,1592693620,22,53
89.0,27.8,1592693631,22,53
89.0,27.8,1592693641,22,54
89.0,27.8,1592693651,22,54
89.0,27.8,1592693662,22,54
89.0,27.8,1592693672,22,54
89.0,27.8,1592693682,22,54
88.0,28.1,1592693693,22,54
88.0,28.1,1592693703,22,55
88.0,28.1,1592693713,22,55
88.0,28.1,1592693724,22,55
88.0,28.1,1592693734,22,55
88.0,27.9,1592693744,22,55
88.0,27.8,1592693755,22,55
88.0,27.8,1592693765,22,56
89.0,27.8,1592693775,22,56
89.0,27.8,1592693786,22,56
89.0,27.8,1592693796,22,56
89.0,27.8,1592693807,22,56
89.0,27.8,1592693817,22,56
89.0,27.8,1592693827,22,57
89.0,27.8,1592693838,22,57
89.0,27.8,1592693848,22,57
89.0,27.8,1592693858,22,57
89.0,28.0,1592693869,22,57
89.0,28.0,1592693879,22,57
89.0,27.9,1592693889,22,58
89.0,27.8,1592693900,22,58
89.0,27.8,1592693910,22,58
89.0,27.8,1592693920,22,58
89.0,27.5,1592693931,22,58
90.0,27.5,1592693941,22,59
90.0,27.5,1592693951,22,59
90.0,27.5,1592693962,22,59
90.0,27.2,1592693972,22,59
90.0,27.2,1592693982,22,59
91.0,27.2,1592693993,22,59
91.0,27.2,1592694003,23,0
91.0,27.2,1592694014,23,0
91.0,27.2,1592694025,23,0
91.0,27.5,1592694035,23,0
91.0,27.5,1592694046,23,0
91.0,27.5,1592694056,23,0
91.0,27.5,1592694066,23,1
91.0,27.5,1592694077,23,1
91.0,27.5,1592694087,23,1
91.0,27.5,1592694098,23,1
91.0,27.5,1592694108,23,1
91.0,27.5,1592694118,23,1
91.0,27.5,1592694129,23,2
91.0,27.2,1592694139,23,2
91.0,27.5,1592694149,23,2
91.0,27.5,1592694160,23,2
91.0,27.5,1592694170,23,2
91.0,27.5,1592694180,23,3
91.0,27.5,1592694191,23,3
91.0,27.5,1592694201,23,3
91.0,27.5,1592694211,23,3
91.0,27.5,1592694222,23,3
91.0,27.5,1592694232,23,3
91.0,27.5,1592694242,23,4
91.0,27.5,1592694253,23,4
91.0,27.5,1592694264,23,4
91.0,27.5,1592694274,23,4
91.0,27.5,1592694285,23,4
91.0,27.5,1592694295,23,4
91.0,27.7,1592694305,23,5
91.0,27.8,1592694316,23,5
91.0,27.8,1592694326,23,5
91.0,27.8,1592694336,23,5
91.0,27.8,1592694347,23,5
91.0,27.8,1592694357,23,5
91.0,27.7,1592694368,23,6
91.0,27.5,1592694378,23,6
91.0,27.5,1592694388,23,6
91.0,27.5,1592694399,23,6
91.0,27.5,1592694409,23,6
91.0,27.5,1592694419,23,6
91.0,27.5,1592694431,23,7
91.0,27.5,1592694441,23,7
91.0,27.5,1592694452,23,7
91.0,27.5,1592694462,23,7
91.0,27.5,1592694472,23,7
91.0,27.4,1592694483,23,8
91.0,27.2,1592694493,23,8
91.0,27.2,1592694503,23,8
91.0,27.2,1592694514,23,8
91.0,27.2,1592694524,23,8
91.0,27.2,1592694534,23,8
92.0,27.2,1592694545,23,9
92.0,27.2,1592694555,23,9
92.0,27.2,1592694565,23,9
92.0,27.2,1592694576,23,9
92.0,27.2,1592694586,23,9
92.0,27.2,1592694597,23,9
92.0,27.2,1592694607,23,10
92.0,27.2,1592694617,23,10
92.0,27.5,1592694628,23,10
92.0,27.5,1592694638,23,10
92.0,27.5,1592694648,23,10
92.0,27.5,1592694659,23,10
92.0,27.5,1592694669,23,11
92.0,27.5,1592694679,23,11
92.0,27.5,1592694690,23,11
92.0,27.5,1592694700,23,11
92.0,27.5,1592694710,23,11
92.0,27.5,1592694721,23,12
92.0,27.5,1592694731,23,12
92.0,27.5,1592694741,23,12
92.0,27.5,1592694753,23,12
92.0,27.5,1592694763,23,12
92.0,27.5,1592694774,23,12
92.0,27.5,1592694784,23,13
92.0,27.5,1592694794,23,13
92.0,27.5,1592694805,23,13
92.0,27.5,1592694815,23,13
92.0,27.5,1592694825,23,13
92.0,27.5,1592694836,23,13
92.0,27.2,1592694846,23,14
92.0,27.5,1592694856,23,14
92.0,27.5,1592694867,23,14
92.0,27.2,1592694877,23,14
92.0,27.2,1592694887,23,14
92.0,27.2,1592694898,23,14
92.0,27.1,1592694908,23,15
92.0,27.1,1592694919,23,15
92.0,27.1,1592694929,23,15
93.0,27.1,1592694939,23,15
93.0,27.2,1592694950,23,15
93.0,27.4,1592694960,23,16
93.0,27.2,1592694970,23,16
93.0,27.5,1592694981,23,16
93.0,27.2,1592694991,23,16
93.0,27.4,1592695001,23,16
93.0,27.4,1592695012,23,16
93.0,27.5,1592695022,23,17
93.0,27.4,1592695032,23,17
93.0,27.5,1592695043,23,17
93.0,27.4,1592695053,23,17
93.0,27.5,1592695065,23,17
93.0,27.5,1592695075,23,17
93.0,27.5,1592695085,23,18
93.0,27.5,1592695096,23,18
93.0,27.5,1592695106,23,18
93.0,27.4,1592695116,23,18
93.0,27.5,1592695127,23,18
93.0,27.3,1592695137,23,18
93.0,27.1,1592695148,23,19
93.0,27.2,1592695158,23,19
93.0,27.4,1592695168,23,19
93.0,27.5,1592695179,23,19
93.0,27.3,1592695190,23,19
93.0,27.2,1592695200,23,20
93.0,27.2,1592695211,23,20
93.0,27.2,1592695221,23,20
93.0,27.2,1592695231,23,20
93.0,27.5,1592695242,23,20
93.0,27.5,1592695252,23,20
93.0,27.5,1592695262,23,21
93.0,27.5,1592695273,23,21
93.0,27.5,1592695283,23,21
93.0,27.5,1592695293,23,21
93.0,27.5,1592695304,23,21
93.0,27.5,1592695314,23,21
93.0,27.5,1592695324,23,22
93.0,27.5,1592695335,23,22
93.0,27.5,1592695345,23,22
93.0,27.5,1592695355,23,22
92.0,27.5,1592695366,23,22
92.0,27.5,1592695376,23,22
92.0,27.5,1592695386,23,23
92.0,27.5,1592695397,23,23
92.0,27.5,1592695407,23,23
92.0,27.5,1592695417,23,23
92.0,27.6,1592695428,23,23
92.0,27.8,1592695438,23,23
92.0,27.8,1592695449,23,24
92.0,27.8,1592695459,23,24
92.0,27.8,1592695469,23,24
92.0,27.8,1592695480,23,24
92.0,27.8,1592695490,23,24
92.0,27.8,1592695500,23,25
92.0,27.8,1592695511,23,25
92.0,27.8,1592695521,23,25
92.0,27.8,1592695532,23,25
92.0,27.8,1592695543,23,25
92.0,27.8,1592695553,23,25
91.0,27.8,1592695563,23,26
91.0,27.8,1592695574,23,26
91.0,27.8,1592695584,23,26
91.0,27.9,1592695595,23,26
91.0,27.8,1592695605,23,26
91.0,27.8,1592695615,23,26
91.0,27.8,1592695626,23,27
91.0,27.8,1592695636,23,27
91.0,28.2,1592695646,23,27
91.0,28.2,1592695657,23,27
91.0,28.2,1592695667,23,27
91.0,28.2,1592695677,23,27
91.0,28.2,1592695688,23,28
91.0,28.2,1592695698,23,28
91.0,28.2,1592695708,23,28
91.0,28.2,1592695719,23,28
91.0,28.2,1592695729,23,28
91.0,28.2,1592695739,23,28
91.0,28.2,1592695750,23,29
91.0,28.3,1592695760,23,29
90.0,28.2,1592695770,23,29
90.0,28.1,1592695781,23,29
90.0,28.2,1592695791,23,29
90.0,28.2,1592695801,23,30
90.0,28.2,1592695812,23,30
89.0,28.2,1592695822,23,30
89.0,28.2,1592695833,23,30
89.0,28.2,1592695843,23,30
89.0,28.2,1592695853,23,30
89.0,28.2,1592695864,23,31
89.0,28.2,1592695874,23,31
89.0,28.2,1592695884,23,31
89.0,28.2,1592695895,23,31
89.0,28.2,1592695905,23,31
89.0,28.2,1592695915,23,31
89.0,28.2,1592695926,23,32
89.0,28.2,1592695936,23,32
89.0,28.2,1592695946,23,32
89.0,28.2,1592695957,23,32
89.0,28.2,1592695967,23,32
89.0,28.5,1592695977,23,32
89.0,28.5,1592695988,23,33
89.0,28.5,1592695998,23,33
89.0,28.5,1592696008,23,33
89.0,28.3,1592696019,23,33
89.0,28.2,1592696029,23,33
88.0,28.3,1592696039,23,33
88.0,28.2,1592696050,23,34
88.0,28.2,1592696060,23,34
88.0,28.2,1592696071,23,34
88.0,28.2,1592696082,23,34
88.0,28.2,1592696092,23,34
88.0,28.2,1592696103,23,35
88.0,28.2,1592696114,23,35
88.0,28.2,1592696124,23,35
89.0,28.3,1592696134,23,35
89.0,28.5,1592696145,23,35
89.0,28.5,1592696155,23,35
89.0,28.5,1592696166,23,36
89.0,28.5,1592696176,23,36
89.0,28.5,1592696186,23,36
88.0,28.5,1592696197,23,36
88.0,28.2,1592696207,23,36
88.0,28.2,1592696217,23,36
88.0,28.2,1592696228,23,37
88.0,28.2,1592696238,23,37
88.0,28.2,1592696248,23,37
88.0,28.2,1592696259,23,37
88.0,28.2,1592696269,23,37
88.0,28.2,1592696279,23,37
88.0,28.3,1592696290,23,38
88.0,28.2,1592696300,23,38
88.0,28.3,1592696311,23,38
88.0,28.2,1592696321,23,38
88.0,28.2,1592696331,23,38
88.0,28.3,1592696342,23,39
88.0,28.4,1592696352,23,39
88.0,28.5,1592696362,23,39
88.0,28.5,1592696373,23,39
88.0,28.5,1592696383,23,39
88.0,28.5,1592696393,23,39
88.0,28.4,1592696404,23,40
88.0,28.4,1592696414,23,40
88.0,28.5,1592696424,23,40
88.0,28.5,1592696435,23,40
88.0,28.5,1592696445,23,40
88.0,28.5,1592696455,23,40
88.0,28.5,1592696466,23,41
88.0,28.5,1592696476,23,41
88.0,28.5,1592696487,23,41
88.0,28.4,1592696498,23,41
88.0,28.5,1592696508,23,41
88.0,28.4,1592696518,23,41
88.0,28.5,1592696529,23,42
88.0,28.5,1592696539,23,42
88.0,28.4,1592696549,23,42
88.0,28.4,1592696560,23,42
88.0,28.5,1592696570,23,42
88.0,28.5,1592696580,23,43
88.0,28.5,1592696591,23,43
88.0,28.2,1592696601,23,43
88.0,28.2,1592696611,23,43
88.0,28.2,1592696622,23,43
88.0,28.5,1592696632,23,43
