Humidity,Temperature,UnixTime,Hour,Minute,Humidity_Future,Temperature_Future,UnixTime_Future,Hour_Future,Minute_Future
89.0,27.8,1592691504.0,22.0,18.0,83.0,28.2,1592713105.0,4.0,18.0
89.0,27.8,1592691514.0,22.0,18.0,83.0,28.2,1592713115.0,4.0,18.0
89.0,27.8,1592691525.0,22.0,18.0,83.0,28.2,1592713126.0,4.0,18.0
89.0,28.0,1592691535.0,22.0,18.0,83.0,28.2,1592713136.0,4.0,18.0
89.0,27.9,1592691546.0,22.0,19.0,83.0,28.2,1592713146.0,4.0,19.0
89.0,27.8,1592691556.0,22.0,19.0,83.0,28.3,1592713157.0,4.0,19.0
89.0,27.9,1592691566.0,22.0,19.0,83.0,28.4,1592713167.0,4.0,19.0
89.0,28.1,1592691577.0,22.0,19.0,83.0,28.5,1592713177.0,4.0,19.0
89.0,28.1,1592691587.0,22.0,19.0,83.0,28.5,1592713188.0,4.0,19.0
89.0,28.0,1592691597.0,22.0,19.0,83.0,28.3,1592713198.0,4.0,19.0
89.0,27.9,1592691608.0,22.0,20.0,83.0,28.2,1592713208.0,4.0,20.0
89.0,27.8,1592691618.0,22.0,20.0,83.0,28.2,1592713219.0,4.0,20.0
89.0,27.8,1592691628.0,22.0,20.0,83.0,28.2,1592713229.0,4.0,20.0
89.0,27.8,1592691639.0,22.0,20.0,83.0,28.1,1592713240.0,4.0,20.0
89.0,27.8,1592691649.0,22.0,20.0,83.0,28.2,1592713250.0,4.0,20.0
89.0,28.0,1592691660.0,22.0,21.0,83.0,28.2,1592713260.0,4.0,21.0
89.0,28.2,1592691670.0,22.0,21.0,83.0,28.2,1592713271.0,4.0,21.0
89.0,28.2,1592691680.0,22.0,21.0,84.0,27.8,1592713281.0,4.0,21.0
89.0,28.2,1592691691.0,22.0,21.0,84.0,27.8,1592713291.0,4.0,21.0
89.0,28.2,1592691701.0,22.0,21.0,84.0,27.8,1592713302.0,4.0,21.0
89.0,28.5,1592691711.0,22.0,21.0,84.0,27.8,1592713312.0,4.0,21.0
89.0,28.5,1592691722.0,22.0,22.0,84.0,27.8,1592713322.0,4.0,22.0
89.0,28.4,1592691732.0,22.0,22.0,84.0,27.8,1592713333.0,4.0,22.0
89.0,28.2,1592691742.0,22.0,22.0,84.0,27.8,1592713343.0,4.0,22.0
89.0,28.2,1592691753.0,22.0,22.0,84.0,27.8,1592713353.0,4.0,22.0
89.0,28.2,1592691763.0,22.0,22.0,84.0,27.8,1592713364.0,4.0,22.0
89.0,28.5,1592691773.0,22.0,22.0,84.0,27.8,1592713374.0,4.0,22.0
88.0,28.5,1592691784.0,22.0,23.0,84.0,27.8,1592713384.0,4.0,23.0
88.0,28.5,1592691794.0,22.0,23.0,84.0,27.6,1592713395.0,4.0,23.0
88.0,28.5,1592691804.0,22.0,23.0,84.0,27.8,1592713405.0,4.0,23.0
88.0,28.3,1592691815.0,22.0,23.0,84.0,27.8,1592713416.0,4.0,23.0
88.0,28.2,1592691825.0,22.0,23.0,84.0,27.8,1592713426.0,4.0,23.0
89.0,28.2,1592691836.0,22.0,23.0,84.0,27.8,1592713436.0,4.0,23.0
89.0,28.2,1592691846.0,22.0,24.0,84.0,27.8,1592713447.0,4.0,24.0
89.0,28.2,1592691856.0,22.0,24.0,84.0,27.8,1592713457.0,4.0,24.0
89.0,28.5,1592691867.0,22.0,24.0,84.0,27.8,1592713469.0,4.0,24.0
89.0,28.5,1592691877.0,22.0,24.0,84.0,27.8,1592713479.0,4.0,24.0
89.0,28.5,1592691887.0,22.0,24.0,84.0,28.0,1592713489.0,4.0,24.0
89.0,28.5,1592691898.0,22.0,24.0,84.0,28.2,1592713500.0,4.0,25.0
89.0,28.4,1592691908.0,22.0,25.0,84.0,28.2,1592713510.0,4.0,25.0
89.0,28.2,1592691918.0,22.0,25.0,84.0,28.2,1592713520.0,4.0,25.0
89.0,28.2,1592691929.0,22.0,25.0,84.0,28.2,1592713531.0,4.0,25.0
89.0,28.3,1592691939.0,22.0,25.0,85.0,28.2,1592713541.0,4.0,25.0
89.0,28.3,1592691951.0,22.0,25.0,85.0,28.2,1592713551.0,4.0,25.0
88.0,28.5,1592691961.0,22.0,26.0,84.0,28.1,1592713562.0,4.0,26.0
88.0,28.3,1592691972.0,22.0,26.0,84.0,28.2,1592713572.0,4.0,26.0
88.0,28.4,1592691982.0,22.0,26.0,84.0,28.1,1592713583.0,4.0,26.0
88.0,28.5,1592691992.0,22.0,26.0,84.0,28.2,1592713593.0,4.0,26.0
88.0,28.5,1592692003.0,22.0,26.0,85.0,28.2,1592713603.0,4.0,26.0
88.0,28.5,1592692013.0,22.0,26.0,85.0,28.2,1592713614.0,4.0,26.0
88.0,28.5,1592692023.0,22.0,27.0,85.0,28.2,1592713624.0,4.0,27.0
88.0,28.5,1592692034.0,22.0,27.0,84.0,28.2,1592713634.0,4.0,27.0
88.0,28.5,1592692044.0,22.0,27.0,84.0,28.2,1592713645.0,4.0,27.0
88.0,28.5,1592692055.0,22.0,27.0,85.0,28.2,1592713655.0,4.0,27.0
88.0,28.5,1592692065.0,22.0,27.0,85.0,28.0,1592713665.0,4.0,27.0
88.0,28.5,1592692076.0,22.0,27.0,85.0,27.8,1592713676.0,4.0,27.0
88.0,28.2,1592692086.0,22.0,28.0,84.0,28.0,1592713686.0,4.0,28.0
88.0,28.2,1592692096.0,22.0,28.0,85.0,27.8,1592713696.0,4.0,28.0
88.0,28.2,1592692107.0,22.0,28.0,85.0,27.8,1592713707.0,4.0,28.0
88.0,28.2,1592692117.0,22.0,28.0,85.0,27.8,1592713717.0,4.0,28.0
88.0,28.2,1592692127.0,22.0,28.0,85.0,27.8,1592713727.0,4.0,28.0
88.0,28.2,1592692138.0,22.0,28.0,85.0,27.8,1592713738.0,4.0,28.0
88.0,27.8,1592692148.0,22.0,29.0,84.0,27.8,1592713748.0,4.0,29.0
88.0,27.9,1592692158.0,22.0,29.0,84.0,27.8,1592713758.0,4.0,29.0
88.0,27.8,1592692169.0,22.0,29.0,84.0,27.8,1592713769.0,4.0,29.0
88.0,27.8,1592692179.0,22.0,29.0,84.0,27.9,1592713779.0,4.0,29.0
89.0,27.8,1592692189.0,22.0,29.0,84.0,28.0,1592713789.0,4.0,29.0
89.0,27.8,1592692200.0,22.0,30.0,84.0,28.2,1592713800.0,4.0,30.0
89.0,27.8,1592692210.0,22.0,30.0,84.0,28.2,1592713810.0,4.0,30.0
89.0,27.8,1592692220.0,22.0,30.0,84.0,28.2,1592713821.0,4.0,30.0
89.0,27.8,1592692231.0,22.0,30.0,84.0,28.2,1592713831.0,4.0,30.0
89.0,27.9,1592692241.0,22.0,30.0,84.0,28.2,1592713841.0,4.0,30.0
89.0,28.2,1592692251.0,22.0,30.0,84.0,28.2,1592713852.0,4.0,30.0
89.0,28.2,1592692262.0,22.0,31.0,84.0,28.2,1592713862.0,4.0,31.0
89.0,28.2,1592692272.0,22.0,31.0,85.0,28.2,1592713872.0,4.0,31.0
89.0,28.2,1592692282.0,22.0,31.0,84.0,28.2,1592713883.0,4.0,31.0
89.0,28.2,1592692293.0,22.0,31.0,85.0,28.2,1592713893.0,4.0,31.0
89.0,28.2,1592692303.0,22.0,31.0,85.0,28.2,1592713903.0,4.0,31.0
89.0,28.2,1592692314.0,22.0,31.0,85.0,28.2,1592713914.0,4.0,31.0
88.0,28.2,1592692324.0,22.0,32.0,84.0,28.2,1592713924.0,4.0,32.0
89.0,28.2,1592692334.0,22.0,32.0,84.0,28.2,1592713934.0,4.0,32.0
89.0,28.2,1592692345.0,22.0,32.0,84.0,28.2,1592713945.0,4.0,32.0
89.0,28.2,1592692355.0,22.0,32.0,85.0,28.2,1592713955.0,4.0,32.0
89.0,27.9,1592692365.0,22.0,32.0,84.0,28.2,1592713965.0,4.0,32.0
89.0,27.8,1592692376.0,22.0,32.0,85.0,28.2,1592713976.0,4.0,32.0
88.0,28.2,1592692386.0,22.0,33.0,85.0,28.2,1592713986.0,4.0,33.0
88.0,28.2,1592692396.0,22.0,33.0,85.0,28.2,1592713996.0,4.0,33.0
88.0,28.0,1592692407.0,22.0,33.0,85.0,28.2,1592714007.0,4.0,33.0
88.0,27.8,1592692417.0,22.0,33.0,85.0,28.2,1592714017.0,4.0,33.0
88.0,27.8,1592692427.0,22.0,33.0,85.0,28.2,1592714027.0,4.0,33.0
88.0,27.8,1592692438.0,22.0,33.0,84.0,28.2,1592714038.0,4.0,33.0
88.0,27.8,1592692448.0,22.0,34.0,85.0,28.2,1592714048.0,4.0,34.0
88.0,27.8,1592692458.0,22.0,34.0,85.0,28.2,1592714059.0,4.0,34.0
88.0,27.8,1592692469.0,22.0,34.0,85.0,28.0,1592714069.0,4.0,34.0
88.0,27.8,1592692479.0,22.0,34.0,84.0,27.8,1592714079.0,4.0,34.0
88.0,27.8,1592692490.0,22.0,34.0,84.0,27.8,1592714090.0,4.0,34.0
88.0,28.0,1592692500.0,22.0,35.0,84.0,27.8,1592714100.0,4.0,35.0
88.0,28.2,1592692510.0,22.0,35.0,85.0,27.8,1592714110.0,4.0,35.0
88.0,28.2,1592692521.0,22.0,35.0,85.0,27.8,1592714121.0,4.0,35.0
88.0,28.2,1592692531.0,22.0,35.0,85.0,27.8,1592714131.0,4.0,35.0
88.0,28.2,1592692541.0,22.0,35.0,85.0,27.8,1592714141.0,4.0,35.0
88.0,28.2,1592692552.0,22.0,35.0,85.0,28.0,1592714152.0,4.0,35.0
88.0,28.2,1592692562.0,22.0,36.0,84.0,27.9,1592714162.0,4.0,36.0
88.0,28.2,1592692572.0,22.0,36.0,84.0,27.9,1592714172.0,4.0,36.0
88.0,28.2,1592692583.0,22.0,36.0,85.0,27.8,1592714183.0,4.0,36.0
89.0,28.2,1592692593.0,22.0,36.0,84.0,28.0,1592714193.0,4.0,36.0
89.0,28.1,1592692603.0,22.0,36.0,85.0,28.2,1592714203.0,4.0,36.0
89.0,27.8,1592692614.0,22.0,36.0,84.0,28.2,1592714214.0,4.0,36.0
89.0,28.0,1592692624.0,22.0,37.0,84.0,28.2,1592714224.0,4.0,37.0
89.0,28.2,1592692635.0,22.0,37.0,84.0,28.2,1592714234.0,4.0,37.0
89.0,28.2,1592692645.0,22.0,37.0,84.0,28.2,1592714245.0,4.0,37.0
89.0,28.2,1592692655.0,22.0,37.0,84.0,28.2,1592714255.0,4.0,37.0
89.0,27.8,1592692666.0,22.0,37.0,84.0,28.2,1592714265.0,4.0,37.0
89.0,27.8,1592692676.0,22.0,37.0,84.0,28.2,1592714276.0,4.0,37.0
89.0,27.8,1592692686.0,22.0,38.0,84.0,28.2,1592714286.0,4.0,38.0
89.0,27.8,1592692697.0,22.0,38.0,84.0,28.2,1592714297.0,4.0,38.0
89.0,27.8,1592692707.0,22.0,38.0,84.0,28.2,1592714307.0,4.0,38.0
89.0,27.8,1592692717.0,22.0,38.0,84.0,28.2,1592714317.0,4.0,38.0
89.0,27.8,1592692728.0,22.0,38.0,84.0,28.1,1592714328.0,4.0,38.0
89.0,28.0,1592692738.0,22.0,38.0,84.0,28.2,1592714338.0,4.0,38.0
89.0,28.2,1592692748.0,22.0,39.0,84.0,28.1,1592714348.0,4.0,39.0
89.0,28.2,1592692759.0,22.0,39.0,84.0,28.2,1592714359.0,4.0,39.0
89.0,28.2,1592692769.0,22.0,39.0,84.0,28.2,1592714369.0,4.0,39.0
89.0,28.2,1592692779.0,22.0,39.0,84.0,28.5,1592714380.0,4.0,39.0
89.0,28.2,1592692790.0,22.0,39.0,84.0,28.5,1592714390.0,4.0,39.0
89.0,28.2,1592692800.0,22.0,40.0,84.0,28.4,1592714400.0,4.0,40.0
89.0,28.2,1592692810.0,22.0,40.0,84.0,28.3,1592714411.0,4.0,40.0
89.0,28.2,1592692821.0,22.0,40.0,84.0,28.2,1592714421.0,4.0,40.0
88.0,28.1,1592692831.0,22.0,40.0,84.0,28.2,1592714431.0,4.0,40.0
88.0,27.8,1592692842.0,22.0,40.0,85.0,28.2,1592714442.0,4.0,40.0
88.0,27.8,1592692852.0,22.0,40.0,85.0,28.2,1592714452.0,4.0,40.0
88.0,27.9,1592692862.0,22.0,41.0,85.0,28.2,1592714462.0,4.0,41.0
88.0,28.1,1592692873.0,22.0,41.0,85.0,28.2,1592714473.0,4.0,41.0
88.0,28.0,1592692883.0,22.0,41.0,85.0,28.2,1592714483.0,4.0,41.0
88.0,27.9,1592692893.0,22.0,41.0,85.0,28.2,1592714494.0,4.0,41.0
88.0,27.9,1592692904.0,22.0,41.0,85.0,28.2,1592714505.0,4.0,41.0
89.0,27.9,1592692914.0,22.0,41.0,85.0,28.2,1592714516.0,4.0,41.0
89.0,28.0,1592692924.0,22.0,42.0,84.0,28.2,1592714526.0,4.0,42.0
89.0,28.0,1592692935.0,22.0,42.0,84.0,28.2,1592714536.0,4.0,42.0
89.0,27.9,1592692945.0,22.0,42.0,84.0,28.2,1592714547.0,4.0,42.0
89.0,27.9,1592692955.0,22.0,42.0,84.0,28.2,1592714557.0,4.0,42.0
89.0,27.8,1592692966.0,22.0,42.0,84.0,28.2,1592714567.0,4.0,42.0
89.0,28.0,1592692976.0,22.0,42.0,84.0,28.2,1592714578.0,4.0,42.0
89.0,28.0,1592692988.0,22.0,43.0,84.0,28.2,1592714588.0,4.0,43.0
89.0,28.0,1592692998.0,22.0,43.0,84.0,28.2,1592714598.0,4.0,43.0
89.0,27.8,1592693009.0,22.0,43.0,84.0,28.2,1592714609.0,4.0,43.0
88.0,27.8,1592693019.0,22.0,43.0,84.0,28.2,1592714619.0,4.0,43.0
88.0,27.8,1592693029.0,22.0,43.0,84.0,28.2,1592714630.0,4.0,43.0
89.0,27.8,1592693040.0,22.0,44.0,84.0,28.2,1592714640.0,4.0,44.0
89.0,27.8,1592693050.0,22.0,44.0,84.0,28.2,1592714650.0,4.0,44.0
89.0,27.9,1592693060.0,22.0,44.0,84.0,28.4,1592714661.0,4.0,44.0
89.0,27.8,1592693071.0,22.0,44.0,84.0,28.4,1592714671.0,4.0,44.0
89.0,27.8,1592693081.0,22.0,44.0,84.0,28.3,1592714681.0,4.0,44.0
89.0,27.8,1592693091.0,22.0,44.0,84.0,28.4,1592714692.0,4.0,44.0
89.0,27.8,1592693102.0,22.0,45.0,84.0,28.3,1592714702.0,4.0,45.0
89.0,28.0,1592693112.0,22.0,45.0,84.0,28.4,1592714712.0,4.0,45.0
89.0,27.9,1592693122.0,22.0,45.0,84.0,28.5,1592714723.0,4.0,45.0
89.0,27.9,1592693133.0,22.0,45.0,84.0,28.5,1592714733.0,4.0,45.0
89.0,27.8,1592693143.0,22.0,45.0,84.0,28.4,1592714743.0,4.0,45.0
89.0,27.8,1592693153.0,22.0,45.0,84.0,28.4,1592714754.0,4.0,45.0
89.0,27.8,1592693164.0,22.0,46.0,84.0,28.5,1592714764.0,4.0,46.0
89.0,27.8,1592693174.0,22.0,46.0,84.0,28.4,1592714774.0,4.0,46.0
88.0,27.8,1592693185.0,22.0,46.0,84.0,28.5,1592714785.0,4.0,46.0
88.0,27.8,1592693195.0,22.0,46.0,84.0,28.5,1592714795.0,4.0,46.0
88.0,27.8,1592693206.0,22.0,46.0,84.0,28.5,1592714805.0,4.0,46.0
88.0,27.8,1592693217.0,22.0,46.0,84.0,28.5,1592714816.0,4.0,46.0
88.0,27.8,1592693227.0,22.0,47.0,84.0,28.5,1592714826.0,4.0,47.0
88.0,27.8,1592693237.0,22.0,47.0,84.0,28.2,1592714837.0,4.0,47.0
88.0,27.8,1592693248.0,22.0,47.0,85.0,28.2,1592714847.0,4.0,47.0
88.0,27.8,1592693258.0,22.0,47.0,85.0,28.1,1592714857.0,4.0,47.0
88.0,28.1,1592693268.0,22.0,47.0,84.0,28.2,1592714868.0,4.0,47.0
88.0,27.9,1592693279.0,22.0,47.0,85.0,28.2,1592714878.0,4.0,47.0
88.0,27.9,1592693289.0,22.0,48.0,84.0,28.2,1592714888.0,4.0,48.0
88.0,27.8,1592693299.0,22.0,48.0,84.0,28.1,1592714899.0,4.0,48.0
88.0,27.8,1592693310.0,22.0,48.0,84.0,28.1,1592714909.0,4.0,48.0
88.0,28.0,1592693320.0,22.0,48.0,84.0,28.1,1592714919.0,4.0,48.0
88.0,27.8,1592693331.0,22.0,48.0,84.0,28.1,1592714930.0,4.0,48.0
89.0,27.9,1592693341.0,22.0,49.0,84.0,28.1,1592714940.0,4.0,49.0
89.0,27.8,1592693351.0,22.0,49.0,85.0,28.1,1592714950.0,4.0,49.0
89.0,27.8,1592693362.0,22.0,49.0,85.0,28.1,1592714961.0,4.0,49.0
88.0,27.8,1592693372.0,22.0,49.0,85.0,28.1,1592714971.0,4.0,49.0
88.0,27.8,1592693382.0,22.0,49.0,85.0,28.2,1592714981.0,4.0,49.0
88.0,27.8,1592693393.0,22.0,49.0,85.0,28.2,1592714992.0,4.0,49.0
88.0,27.8,1592693403.0,22.0,50.0,85.0,28.1,1592715002.0,4.0,50.0
88.0,27.8,1592693413.0,22.0,50.0,84.0,28.2,1592715012.0,4.0,50.0
88.0,28.0,1592693424.0,22.0,50.0,85.0,28.1,1592715023.0,4.0,50.0
88.0,27.8,1592693434.0,22.0,50.0,85.0,28.2,1592715033.0,4.0,50.0
88.0,27.8,1592693444.0,22.0,50.0,85.0,28.2,1592715044.0,4.0,50.0
88.0,27.8,1592693455.0,22.0,50.0,84.0,28.2,1592715054.0,4.0,50.0
88.0,27.8,1592693465.0,22.0,51.0,84.0,28.2,1592715064.0,4.0,51.0
88.0,27.8,1592693475.0,22.0,51.0,85.0,28.2,1592715075.0,4.0,51.0
88.0,27.8,1592693486.0,22.0,51.0,85.0,28.2,1592715085.0,4.0,51.0
88.0,27.8,1592693496.0,22.0,51.0,84.0,28.2,1592715095.0,4.0,51.0
88.0,27.8,1592693506.0,22.0,51.0,85.0,28.1,1592715106.0,4.0,51.0
88.0,27.8,1592693517.0,22.0,51.0,84.0,28.0,1592715116.0,4.0,51.0
89.0,27.8,1592693527.0,22.0,52.0,85.0,28.0,1592715126.0,4.0,52.0
89.0,27.8,1592693537.0,22.0,52.0,84.0,28.0,1592715137.0,4.0,52.0
89.0,27.8,1592693548.0,22.0,52.0,85.0,28.0,1592715147.0,4.0,52.0
89.0,28.0,1592693558.0,22.0,52.0,85.0,28.0,1592715157.0,4.0,52.0
89.0,28.0,1592693569.0,22.0,52.0,85.0,28.1,1592715168.0,4.0,52.0
89.0,27.9,1592693579.0,22.0,52.0,84.0,28.2,1592715178.0,4.0,52.0
89.0,28.0,1592693589.0,22.0,53.0,85.0,28.2,1592715188.0,4.0,53.0
89.0,28.0,1592693600.0,22.0,53.0,85.0,28.2,1592715199.0,4.0,53.0
89.0,28.0,1592693610.0,22.0,53.0,85.0,28.2,1592715209.0,4.0,53.0
89.0,27.8,1592693620.0,22.0,53.0,85.0,28.2,1592715219.0,4.0,53.0
89.0,27.8,1592693631.0,22.0,53.0,85.0,28.2,1592715230.0,4.0,53.0
89.0,27.8,1592693641.0,22.0,54.0,85.0,28.2,1592715240.0,4.0,54.0
89.0,27.8,1592693651.0,22.0,54.0,84.0,28.2,1592715251.0,4.0,54.0
89.0,27.8,1592693662.0,22.0,54.0,84.0,28.2,1592715261.0,4.0,54.0
89.0,27.8,1592693672.0,22.0,54.0,85.0,28.1,1592715271.0,4.0,54.0
89.0,27.8,1592693682.0,22.0,54.0,85.0,28.2,1592715281.0,4.0,54.0
88.0,28.1,1592693693.0,22.0,54.0,85.0,28.2,1592715292.0,4.0,54.0
88.0,28.1,1592693703.0,22.0,55.0,85.0,28.2,1592715302.0,4.0,55.0
88.0,28.1,1592693713.0,22.0,55.0,84.0,28.2,1592715312.0,4.0,55.0
88.0,28.1,1592693724.0,22.0,55.0,84.0,28.2,1592715323.0,4.0,55.0
88.0,28.1,1592693734.0,22.0,55.0,84.0,28.2,1592715333.0,4.0,55.0
88.0,27.9,1592693744.0,22.0,55.0,85.0,28.2,1592715343.0,4.0,55.0
88.0,27.8,1592693755.0,22.0,55.0,85.0,28.3,1592715354.0,4.0,55.0
88.0,27.8,1592693765.0,22.0,56.0,85.0,28.2,1592715364.0,4.0,56.0
89.0,27.8,1592693775.0,22.0,56.0,84.0,28.2,1592715374.0,4.0,56.0
89.0,27.8,1592693786.0,22.0,56.0,85.0,28.2,1592715385.0,4.0,56.0
89.0,27.8,1592693796.0,22.0,56.0,84.0,28.2,1592715395.0,4.0,56.0
89.0,27.8,1592693807.0,22.0,56.0,84.0,28.2,1592715405.0,4.0,56.0
89.0,27.8,1592693817.0,22.0,56.0,85.0,28.2,1592715416.0,4.0,56.0
89.0,27.8,1592693827.0,22.0,57.0,85.0,28.2,1592715426.0,4.0,57.0
89.0,27.8,1592693838.0,22.0,57.0,84.0,28.2,1592715436.0,4.0,57.0
89.0,27.8,1592693848.0,22.0,57.0,84.0,28.3,1592715446.0,4.0,57.0
89.0,27.8,1592693858.0,22.0,57.0,84.0,28.3,1592715457.0,4.0,57.0
89.0,28.0,1592693869.0,22.0,57.0,84.0,28.3,1592715467.0,4.0,57.0
89.0,28.0,1592693879.0,22.0,57.0,85.0,28.5,1592715477.0,4.0,57.0
89.0,27.9,1592693889.0,22.0,58.0,84.0,28.5,1592715488.0,4.0,58.0
89.0,27.8,1592693900.0,22.0,58.0,84.0,28.5,1592715498.0,4.0,58.0
89.0,27.8,1592693910.0,22.0,58.0,84.0,28.5,1592715508.0,4.0,58.0
89.0,27.8,1592693920.0,22.0,58.0,84.0,28.5,1592715519.0,4.0,58.0
89.0,27.5,1592693931.0,22.0,58.0,84.0,28.5,1592715529.0,4.0,58.0
90.0,27.5,1592693941.0,22.0,59.0,85.0,28.5,1592715540.0,4.0,59.0
90.0,27.5,1592693951.0,22.0,59.0,85.0,28.5,1592715551.0,4.0,59.0
90.0,27.5,1592693962.0,22.0,59.0,85.0,28.5,1592715561.0,4.0,59.0
90.0,27.2,1592693972.0,22.0,59.0,84.0,28.5,1592715571.0,4.0,59.0
90.0,27.2,1592693982.0,22.0,59.0,84.0,28.4,1592715582.0,4.0,59.0
91.0,27.2,1592693993.0,22.0,59.0,84.0,28.5,1592715592.0,4.0,59.0
91.0,27.2,1592694003.0,23.0,0.0,84.0,28.5,1592715602.0,5.0,0.0
91.0,27.2,1592694014.0,23.0,0.0,84.0,28.4,1592715613.0,5.0,0.0
91.0,27.2,1592694025.0,23.0,0.0,84.0,28.3,1592715623.0,5.0,0.0
91.0,27.5,1592694035.0,23.0,0.0,84.0,28.5,1592715633.0,5.0,0.0
91.0,27.5,1592694046.0,23.0,0.0,84.0,28.5,1592715644.0,5.0,0.0
91.0,27.5,1592694056.0,23.0,0.0,84.0,28.5,1592715654.0,5.0,0.0
91.0,27.5,1592694066.0,23.0,1.0,84.0,28.5,1592715665.0,5.0,1.0
91.0,27.5,1592694077.0,23.0,1.0,84.0,28.5,1592715675.0,5.0,1.0
91.0,27.5,1592694087.0,23.0,1.0,84.0,28.5,1592715685.0,5.0,1.0
91.0,27.5,1592694098.0,23.0,1.0,84.0,28.5,1592715696.0,5.0,1.0
91.0,27.5,1592694108.0,23.0,1.0,84.0,28.5,1592715706.0,5.0,1.0
91.0,27.5,1592694118.0,23.0,1.0,84.0,28.5,1592715716.0,5.0,1.0
91.0,27.5,1592694129.0,23.0,2.0,84.0,28.5,1592715727.0,5.0,2.0
91.0,27.2,1592694139.0,23.0,2.0,84.0,28.5,1592715737.0,5.0,2.0
91.0,27.5,1592694149.0,23.0,2.0,84.0,28.4,1592715747.0,5.0,2.0
91.0,27.5,1592694160.0,23.0,2.0,84.0,28.2,1592715758.0,5.0,2.0
91.0,27.5,1592694170.0,23.0,2.0,84.0,28.2,1592715768.0,5.0,2.0
91.0,27.5,1592694180.0,23.0,3.0,84.0,28.2,1592715778.0,5.0,2.0
91.0,27.5,1592694191.0,23.0,3.0,84.0,28.2,1592715789.0,5.0,3.0
91.0,27.5,1592694201.0,23.0,3.0,84.0,28.2,1592715799.0,5.0,3.0
91.0,27.5,1592694211.0,23.0,3.0,85.0,28.2,1592715809.0,5.0,3.0
91.0,27.5,1592694222.0,23.0,3.0,84.0,28.2,1592715819.0,5.0,3.0
91.0,27.5,1592694232.0,23.0,3.0,84.0,28.2,1592715830.0,5.0,3.0
91.0,27.5,1592694242.0,23.0,4.0,84.0,28.2,1592715840.0,5.0,4.0
91.0,27.5,1592694253.0,23.0,4.0,84.0,28.2,1592715850.0,5.0,4.0
91.0,27.5,1592694264.0,23.0,4.0,85.0,28.5,1592715861.0,5.0,4.0
91.0,27.5,1592694274.0,23.0,4.0,85.0,28.5,1592715871.0,5.0,4.0
91.0,27.5,1592694285.0,23.0,4.0,85.0,28.5,1592715882.0,5.0,4.0
91.0,27.5,1592694295.0,23.0,4.0,85.0,28.4,1592715892.0,5.0,4.0
91.0,27.7,1592694305.0,23.0,5.0,85.0,28.5,1592715902.0,5.0,5.0
91.0,27.8,1592694316.0,23.0,5.0,85.0,28.3,1592715913.0,5.0,5.0
91.0,27.8,1592694326.0,23.0,5.0,85.0,28.2,1592715923.0,5.0,5.0
91.0,27.8,1592694336.0,23.0,5.0,85.0,28.2,1592715933.0,5.0,5.0
91.0,27.8,1592694347.0,23.0,5.0,85.0,28.2,1592715944.0,5.0,5.0
91.0,27.8,1592694357.0,23.0,5.0,85.0,28.2,1592715954.0,5.0,5.0
91.0,27.7,1592694368.0,23.0,6.0,85.0,28.2,1592715964.0,5.0,6.0
91.0,27.5,1592694378.0,23.0,6.0,85.0,28.2,1592715975.0,5.0,6.0
91.0,27.5,1592694388.0,23.0,6.0,84.0,28.2,1592715985.0,5.0,6.0
91.0,27.5,1592694399.0,23.0,6.0,84.0,28.2,1592715995.0,5.0,6.0
91.0,27.5,1592694409.0,23.0,6.0,84.0,28.2,1592716006.0,5.0,6.0
91.0,27.5,1592694419.0,23.0,6.0,84.0,28.2,1592716016.0,5.0,6.0
91.0,27.5,1592694431.0,23.0,7.0,84.0,28.2,1592716026.0,5.0,7.0
91.0,27.5,1592694441.0,23.0,7.0,84.0,28.2,1592716037.0,5.0,7.0
91.0,27.5,1592694452.0,23.0,7.0,84.0,28.2,1592716057.0,5.0,7.0
91.0,27.5,1592694462.0,23.0,7.0,84.0,28.2,1592716057.0,5.0,7.0
91.0,27.5,1592694472.0,23.0,7.0,84.0,28.2,1592716068.0,5.0,7.0
91.0,27.4,1592694483.0,23.0,8.0,84.0,28.2,1592716088.0,5.0,8.0
91.0,27.2,1592694493.0,23.0,8.0,84.0,28.2,1592716088.0,5.0,8.0
91.0,27.2,1592694503.0,23.0,8.0,84.0,28.2,1592716099.0,5.0,8.0
91.0,27.2,1592694514.0,23.0,8.0,84.0,28.2,1592716109.0,5.0,8.0
91.0,27.2,1592694524.0,23.0,8.0,84.0,28.2,1592716120.0,5.0,8.0
91.0,27.2,1592694534.0,23.0,8.0,84.0,28.2,1592716130.0,5.0,8.0
92.0,27.2,1592694545.0,23.0,9.0,84.0,28.2,1592716140.0,5.0,9.0
92.0,27.2,1592694555.0,23.0,9.0,84.0,28.2,1592716151.0,5.0,9.0
92.0,27.2,1592694565.0,23.0,9.0,84.0,28.2,1592716161.0,5.0,9.0
92.0,27.2,1592694576.0,23.0,9.0,84.0,28.2,1592716171.0,5.0,9.0
92.0,27.2,1592694586.0,23.0,9.0,84.0,28.2,1592716182.0,5.0,9.0
92.0,27.2,1592694597.0,23.0,9.0,84.0,28.2,1592716202.0,5.0,10.0
92.0,27.2,1592694607.0,23.0,10.0,84.0,28.2,1592716202.0,5.0,10.0
92.0,27.2,1592694617.0,23.0,10.0,84.0,28.2,1592716213.0,5.0,10.0
92.0,27.5,1592694628.0,23.0,10.0,84.0,28.2,1592716233.0,5.0,10.0
