Humidity,Temperature,Hour,Minute,Humidity_Future,Temperature_Future,Hour_Future,Minute_Future
92.0,27.5,23.0,10.0,84.0,28.2,5.0,10.0
92.0,27.5,23.0,10.0,84.0,28.2,5.0,10.0
92.0,27.5,23.0,10.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,11.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,11.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,11.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,11.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,11.0,84.0,28.2,5.0,11.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,12.0,84.0,28.2,5.0,12.0
92.0,27.5,23.0,13.0,84.0,28.2,5.0,13.0
92.0,27.5,23.0,13.0,84.0,28.2,5.0,13.0
92.0,27.5,23.0,13.0,84.0,28.2,5.0,13.0
92.0,27.5,23.0,13.0,85.0,28.2,5.0,13.0
92.0,27.5,23.0,13.0,85.0,28.2,5.0,13.0
92.0,27.5,23.0,13.0,85.0,28.2,5.0,14.0
92.0,27.2,23.0,14.0,85.0,28.2,5.0,14.0
92.0,27.5,23.0,14.0,85.0,28.5,5.0,14.0
92.0,27.5,23.0,14.0,85.0,28.5,5.0,14.0
92.0,27.2,23.0,14.0,85.0,28.5,5.0,14.0
92.0,27.2,23.0,14.0,85.0,28.5,5.0,14.0
92.0,27.2,23.0,14.0,84.0,28.5,5.0,15.0
92.0,27.1,23.0,15.0,84.0,28.5,5.0,15.0
92.0,27.1,23.0,15.0,84.0,28.3,5.0,15.0
92.0,27.1,23.0,15.0,84.0,28.3,5.0,15.0
93.0,27.1,23.0,15.0,84.0,28.2,5.0,15.0
93.0,27.2,23.0,15.0,85.0,28.2,5.0,15.0
93.0,27.4,23.0,16.0,84.0,28.1,5.0,16.0
93.0,27.2,23.0,16.0,84.0,28.1,5.0,16.0
93.0,27.5,23.0,16.0,84.0,28.2,5.0,16.0
93.0,27.2,23.0,16.0,84.0,28.2,5.0,16.0
93.0,27.4,23.0,16.0,84.0,28.1,5.0,16.0
93.0,27.4,23.0,16.0,84.0,28.2,5.0,16.0
93.0,27.5,23.0,17.0,84.0,28.2,5.0,16.0
93.0,27.4,23.0,17.0,85.0,28.2,5.0,17.0
93.0,27.5,23.0,17.0,84.0,28.4,5.0,17.0
93.0,27.4,23.0,17.0,85.0,28.5,5.0,17.0
93.0,27.5,23.0,17.0,84.0,28.5,5.0,17.0
93.0,27.5,23.0,17.0,84.0,28.4,5.0,18.0
93.0,27.5,23.0,18.0,84.0,28.4,5.0,18.0
93.0,27.5,23.0,18.0,84.0,28.2,5.0,18.0
93.0,27.5,23.0,18.0,84.0,28.2,5.0,18.0
93.0,27.4,23.0,18.0,84.0,28.2,5.0,18.0
93.0,27.5,23.0,18.0,84.0,28.2,5.0,18.0
93.0,27.3,23.0,18.0,84.0,28.2,5.0,18.0
93.0,27.1,23.0,19.0,85.0,28.2,5.0,19.0
93.0,27.2,23.0,19.0,85.0,28.2,5.0,19.0
93.0,27.4,23.0,19.0,85.0,28.2,5.0,19.0
93.0,27.5,23.0,19.0,85.0,28.2,5.0,19.0
93.0,27.3,23.0,19.0,85.0,28.2,5.0,19.0
93.0,27.2,23.0,20.0,85.0,28.2,5.0,20.0
93.0,27.2,23.0,20.0,85.0,28.2,5.0,20.0
93.0,27.2,23.0,20.0,85.0,28.2,5.0,20.0
93.0,27.2,23.0,20.0,85.0,28.2,5.0,20.0
93.0,27.5,23.0,20.0,84.0,28.2,5.0,20.0
93.0,27.5,23.0,20.0,84.0,28.2,5.0,20.0
93.0,27.5,23.0,21.0,84.0,28.2,5.0,21.0
93.0,27.5,23.0,21.0,84.0,28.3,5.0,21.0
93.0,27.5,23.0,21.0,84.0,28.4,5.0,21.0
93.0,27.5,23.0,21.0,84.0,28.2,5.0,21.0
93.0,27.5,23.0,21.0,85.0,28.1,5.0,21.0
93.0,27.5,23.0,21.0,85.0,28.2,5.0,21.0
93.0,27.5,23.0,22.0,84.0,28.2,5.0,22.0
93.0,27.5,23.0,22.0,85.0,28.2,5.0,22.0
93.0,27.5,23.0,22.0,85.0,28.2,5.0,22.0
93.0,27.5,23.0,22.0,85.0,28.2,5.0,22.0
92.0,27.5,23.0,22.0,85.0,28.2,5.0,22.0
92.0,27.5,23.0,22.0,85.0,28.2,5.0,23.0
92.0,27.5,23.0,23.0,85.0,28.2,5.0,23.0
92.0,27.5,23.0,23.0,84.0,28.1,5.0,23.0
92.0,27.5,23.0,23.0,85.0,28.1,5.0,23.0
92.0,27.5,23.0,23.0,84.0,28.0,5.0,23.0
92.0,27.6,23.0,23.0,84.0,28.0,5.0,23.0
92.0,27.8,23.0,23.0,84.0,28.0,5.0,24.0
92.0,27.8,23.0,24.0,84.0,27.8,5.0,24.0
92.0,27.8,23.0,24.0,84.0,27.8,5.0,24.0
92.0,27.8,23.0,24.0,84.0,27.8,5.0,24.0
92.0,27.8,23.0,24.0,85.0,27.8,5.0,24.0
92.0,27.8,23.0,24.0,85.0,27.8,5.0,24.0
92.0,27.8,23.0,25.0,85.0,27.8,5.0,25.0
92.0,27.8,23.0,25.0,84.0,27.8,5.0,25.0
92.0,27.8,23.0,25.0,84.0,27.8,5.0,25.0
92.0,27.8,23.0,25.0,84.0,27.8,5.0,25.0
92.0,27.8,23.0,25.0,84.0,27.8,5.0,25.0
92.0,27.8,23.0,25.0,84.0,27.8,5.0,25.0
91.0,27.8,23.0,26.0,84.0,27.8,5.0,26.0
91.0,27.8,23.0,26.0,84.0,27.8,5.0,26.0
91.0,27.8,23.0,26.0,84.0,27.8,5.0,26.0
91.0,27.9,23.0,26.0,84.0,27.8,5.0,26.0
91.0,27.8,23.0,26.0,85.0,27.8,5.0,26.0
91.0,27.8,23.0,26.0,85.0,27.8,5.0,26.0
91.0,27.8,23.0,27.0,85.0,27.8,5.0,27.0
91.0,27.8,23.0,27.0,85.0,27.8,5.0,27.0
91.0,28.2,23.0,27.0,85.0,27.8,5.0,27.0
91.0,28.2,23.0,27.0,85.0,27.8,5.0,27.0
91.0,28.2,23.0,27.0,85.0,27.8,5.0,27.0
91.0,28.2,23.0,27.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,28.0
91.0,28.2,23.0,28.0,85.0,27.8,5.0,29.0
91.0,28.2,23.0,29.0,85.0,27.8,5.0,29.0
91.0,28.3,23.0,29.0,85.0,27.8,5.0,29.0
90.0,28.2,23.0,29.0,85.0,27.8,5.0,29.0
90.0,28.1,23.0,29.0,85.0,27.8,5.0,29.0
90.0,28.2,23.0,29.0,85.0,27.8,5.0,29.0
90.0,28.2,23.0,30.0,85.0,27.8,5.0,29.0
90.0,28.2,23.0,30.0,85.0,28.0,5.0,30.0
89.0,28.2,23.0,30.0,85.0,28.2,5.0,30.0
89.0,28.2,23.0,30.0,85.0,28.2,5.0,30.0
89.0,28.2,23.0,30.0,84.0,28.2,5.0,30.0
89.0,28.2,23.0,30.0,84.0,28.2,5.0,30.0
89.0,28.2,23.0,31.0,85.0,28.2,5.0,31.0
89.0,28.2,23.0,31.0,84.0,28.2,5.0,31.0
89.0,28.2,23.0,31.0,84.0,28.2,5.0,31.0
89.0,28.2,23.0,31.0,85.0,28.2,5.0,31.0
89.0,28.2,23.0,31.0,85.0,28.2,5.0,31.0
89.0,28.2,23.0,31.0,85.0,28.2,5.0,31.0
89.0,28.2,23.0,32.0,84.0,28.2,5.0,32.0
89.0,28.2,23.0,32.0,84.0,28.2,5.0,32.0
89.0,28.2,23.0,32.0,85.0,28.2,5.0,32.0
89.0,28.2,23.0,32.0,84.0,28.4,5.0,32.0
89.0,28.2,23.0,32.0,84.0,28.4,5.0,32.0
89.0,28.5,23.0,32.0,85.0,28.5,5.0,32.0
89.0,28.5,23.0,33.0,84.0,28.5,5.0,33.0
89.0,28.5,23.0,33.0,84.0,28.5,5.0,33.0
89.0,28.5,23.0,33.0,84.0,28.5,5.0,33.0
89.0,28.3,23.0,33.0,84.0,28.3,5.0,33.0
89.0,28.2,23.0,33.0,84.0,28.4,5.0,33.0
88.0,28.3,23.0,33.0,84.0,28.4,5.0,33.0
88.0,28.2,23.0,34.0,84.0,28.4,5.0,34.0
88.0,28.2,23.0,34.0,84.0,28.4,5.0,34.0
88.0,28.2,23.0,34.0,84.0,28.4,5.0,34.0
88.0,28.2,23.0,34.0,84.0,28.4,5.0,34.0
88.0,28.2,23.0,34.0,84.0,28.4,5.0,34.0
88.0,28.2,23.0,35.0,84.0,28.5,5.0,35.0
88.0,28.2,23.0,35.0,84.0,28.5,5.0,35.0
88.0,28.2,23.0,35.0,84.0,28.5,5.0,35.0
89.0,28.3,23.0,35.0,84.0,28.4,5.0,35.0
89.0,28.5,23.0,35.0,84.0,28.5,5.0,35.0
89.0,28.5,23.0,35.0,85.0,28.5,5.0,36.0
89.0,28.5,23.0,36.0,84.0,28.5,5.0,36.0
89.0,28.5,23.0,36.0,84.0,28.5,5.0,36.0
89.0,28.5,23.0,36.0,84.0,28.4,5.0,36.0
88.0,28.5,23.0,36.0,84.0,28.4,5.0,36.0
88.0,28.2,23.0,36.0,84.0,28.4,5.0,36.0
88.0,28.2,23.0,36.0,84.0,28.3,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,37.0
88.0,28.2,23.0,37.0,84.0,28.2,5.0,38.0
88.0,28.3,23.0,38.0,84.0,28.2,5.0,38.0
88.0,28.2,23.0,38.0,84.0,28.2,5.0,38.0
88.0,28.3,23.0,38.0,84.0,28.2,5.0,38.0
88.0,28.2,23.0,38.0,84.0,28.2,5.0,38.0
88.0,28.2,23.0,38.0,84.0,28.2,5.0,38.0
88.0,28.3,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.4,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.5,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.5,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.5,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.5,23.0,39.0,84.0,28.2,5.0,39.0
88.0,28.4,23.0,40.0,84.0,28.2,5.0,40.0
88.0,28.4,23.0,40.0,84.0,28.2,5.0,40.0
88.0,28.5,23.0,40.0,84.0,28.2,5.0,40.0
88.0,28.5,23.0,40.0,84.0,28.2,5.0,40.0
88.0,28.5,23.0,40.0,84.0,28.2,5.0,40.0
88.0,28.5,23.0,40.0,84.0,28.2,5.0,41.0
88.0,28.5,23.0,41.0,84.0,28.2,5.0,41.0
88.0,28.5,23.0,41.0,84.0,28.2,5.0,41.0
88.0,28.5,23.0,41.0,84.0,28.2,5.0,41.0
88.0,28.4,23.0,41.0,84.0,28.2,5.0,41.0
88.0,28.5,23.0,41.0,84.0,28.2,5.0,41.0
88.0,28.4,23.0,41.0,84.0,28.3,5.0,42.0
88.0,28.5,23.0,42.0,84.0,28.4,5.0,42.0
88.0,28.5,23.0,42.0,84.0,28.5,5.0,42.0
88.0,28.4,23.0,42.0,84.0,28.5,5.0,42.0
88.0,28.4,23.0,42.0,84.0,28.2,5.0,42.0
88.0,28.5,23.0,42.0,84.0,28.1,5.0,42.0
88.0,28.5,23.0,43.0,84.0,28.2,5.0,43.0
88.0,28.5,23.0,43.0,84.0,28.2,5.0,43.0
88.0,28.2,23.0,43.0,84.0,28.2,5.0,43.0
88.0,28.2,23.0,43.0,84.0,28.2,5.0,43.0
88.0,28.2,23.0,43.0,84.0,28.1,5.0,43.0
88.0,28.5,23.0,43.0,84.0,28.1,5.0,43.0
88.0,28.5,23.0,44.0,84.0,28.2,5.0,44.0
88.0,28.5,23.0,44.0,84.0,28.2,5.0,44.0
88.0,28.5,23.0,44.0,84.0,28.2,5.0,44.0
88.0,28.7,23.0,44.0,84.0,28.2,5.0,44.0
88.0,28.8,23.0,44.0,84.0,28.2,5.0,44.0
87.0,28.8,23.0,44.0,85.0,28.2,5.0,44.0
88.0,28.8,23.0,45.0,84.0,28.2,5.0,45.0
87.0,28.8,23.0,45.0,85.0,28.0,5.0,45.0
88.0,28.8,23.0,45.0,85.0,27.8,5.0,45.0
87.0,28.8,23.0,45.0,85.0,27.8,5.0,45.0
87.0,28.8,23.0,45.0,85.0,27.8,5.0,45.0
87.0,28.8,23.0,45.0,85.0,27.8,5.0,46.0
87.0,28.8,23.0,46.0,84.0,27.8,5.0,46.0
87.0,28.8,23.0,46.0,84.0,27.8,5.0,46.0
87.0,28.8,23.0,46.0,84.0,27.8,5.0,46.0
86.0,28.8,23.0,46.0,84.0,27.8,5.0,46.0
87.0,28.8,23.0,46.0,84.0,27.8,5.0,46.0
87.0,28.8,23.0,46.0,84.0,27.8,5.0,47.0
86.0,28.8,23.0,47.0,84.0,27.5,5.0,47.0
87.0,28.8,23.0,47.0,84.0,27.5,5.0,47.0
87.0,28.8,23.0,47.0,84.0,27.6,5.0,47.0
86.0,28.8,23.0,47.0,84.0,27.5,5.0,47.0
86.0,28.8,23.0,47.0,84.0,27.6,5.0,47.0
86.0,28.8,23.0,48.0,84.0,27.7,5.0,48.0
86.0,28.7,23.0,48.0,84.0,27.7,5.0,48.0
86.0,28.7,23.0,48.0,84.0,27.8,5.0,48.0
86.0,28.7,23.0,48.0,84.0,27.8,5.0,48.0
86.0,28.7,23.0,48.0,84.0,27.8,5.0,48.0
86.0,28.8,23.0,48.0,84.0,27.8,5.0,48.0
86.0,28.7,23.0,49.0,84.0,27.8,5.0,49.0
85.0,28.8,23.0,49.0,84.0,27.7,5.0,49.0
85.0,28.8,23.0,49.0,84.0,27.7,5.0,49.0
85.0,28.8,23.0,49.0,84.0,27.6,5.0,49.0
85.0,28.8,23.0,49.0,84.0,27.5,5.0,49.0
85.0,28.8,23.0,49.0,84.0,27.5,5.0,49.0
85.0,28.8,23.0,50.0,84.0,27.5,5.0,50.0
85.0,28.8,23.0,50.0,84.0,27.6,5.0,50.0
85.0,28.8,23.0,50.0,84.0,27.6,5.0,50.0
85.0,28.7,23.0,50.0,84.0,27.5,5.0,50.0
85.0,28.5,23.0,50.0,85.0,27.6,5.0,50.0
85.0,28.5,23.0,50.0,84.0,27.8,5.0,51.0
85.0,28.5,23.0,51.0,85.0,27.8,5.0,51.0
85.0,28.5,23.0,51.0,85.0,27.8,5.0,51.0
85.0,28.5,23.0,51.0,85.0,27.8,5.0,51.0
85.0,28.5,23.0,51.0,85.0,27.8,5.0,51.0
85.0,28.2,23.0,51.0,85.0,27.8,5.0,51.0
85.0,28.2,23.0,51.0,84.0,27.8,5.0,52.0
85.0,28.2,23.0,52.0,84.0,27.8,5.0,52.0
85.0,28.2,23.0,52.0,84.0,27.8,5.0,52.0
85.0,28.3,23.0,52.0,84.0,27.8,5.0,52.0
85.0,28.3,23.0,52.0,84.0,27.8,5.0,52.0
85.0,28.2,23.0,52.0,84.0,27.8,5.0,52.0
85.0,28.4,23.0,53.0,84.0,27.6,5.0,53.0
86.0,28.3,23.0,53.0,84.0,27.7,5.0,53.0
86.0,28.2,23.0,53.0,84.0,27.5,5.0,53.0
86.0,28.2,23.0,53.0,84.0,27.5,5.0,53.0
86.0,28.2,23.0,53.0,84.0,27.5,5.0,53.0
86.0,28.5,23.0,53.0,84.0,27.5,5.0,53.0
86.0,28.5,23.0,54.0,84.0,27.7,5.0,54.0
86.0,28.5,23.0,54.0,84.0,27.8,5.0,54.0
86.0,28.4,23.0,54.0,84.0,27.8,5.0,54.0
86.0,28.5,23.0,54.0,84.0,27.8,5.0,54.0
86.0,28.5,23.0,54.0,84.0,27.8,5.0,54.0
86.0,28.4,23.0,54.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,55.0
86.0,28.5,23.0,55.0,84.0,27.8,5.0,56.0
86.0,28.4,23.0,56.0,84.0,27.8,5.0,56.0
86.0,28.5,23.0,56.0,84.0,27.8,5.0,56.0
86.0,28.3,23.0,56.0,84.0,27.8,5.0,56.0
86.0,28.2,23.0,56.0,84.0,27.8,5.0,56.0
86.0,28.2,23.0,56.0,84.0,27.6,5.0,56.0
86.0,28.2,23.0,57.0,84.0,27.6,5.0,57.0
86.0,28.2,23.0,57.0,84.0,27.6,5.0,57.0
86.0,28.2,23.0,57.0,84.0,27.6,5.0,57.0
86.0,28.2,23.0,57.0,84.0,27.5,5.0,57.0
86.0,28.2,23.0,57.0,84.0,27.6,5.0,57.0
86.0,28.2,23.0,57.0,84.0,27.7,5.0,57.0
86.0,28.2,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.2,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.2,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.2,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.3,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.3,23.0,58.0,84.0,27.8,5.0,58.0
86.0,28.5,23.0,59.0,84.0,28.2,5.0,59.0
86.0,28.5,23.0,59.0,84.0,28.2,5.0,59.0
86.0,28.5,23.0,59.0,84.0,28.1,5.0,59.0
86.0,28.4,23.0,59.0,84.0,28.2,5.0,59.0
86.0,28.5,23.0,59.0,85.0,28.2,5.0,59.0
86.0,28.5,23.0,59.0,85.0,28.5,6.0,0.0
86.0,28.3,0.0,0.0,84.0,28.3,6.0,0.0
86.0,28.2,0.0,0.0,84.0,28.2,6.0,0.0
86.0,28.2,0.0,0.0,84.0,28.2,6.0,0.0
86.0,28.2,0.0,0.0,84.0,28.2,6.0,0.0
87.0,28.2,0.0,0.0,84.0,28.2,6.0,0.0
87.0,28.2,0.0,0.0,84.0,28.2,6.0,1.0
87.0,28.0,0.0,1.0,84.0,28.2,6.0,1.0
87.0,27.8,0.0,1.0,84.0,28.2,6.0,1.0
87.0,27.8,0.0,1.0,84.0,28.3,6.0,1.0
87.0,27.8,0.0,1.0,84.0,28.4,6.0,1.0
87.0,28.0,0.0,1.0,84.0,28.5,6.0,1.0
87.0,28.0,0.0,2.0,84.0,28.5,6.0,2.0
87.0,28.2,0.0,2.0,84.0,28.5,6.0,2.0
87.0,28.2,0.0,2.0,84.0,28.5,6.0,2.0
87.0,28.2,0.0,2.0,84.0,28.5,6.0,2.0
87.0,28.2,0.0,2.0,83.0,28.5,6.0,2.0
87.0,28.2,0.0,2.0,83.0,28.5,6.0,2.0
87.0,28.2,0.0,3.0,83.0,28.5,6.0,3.0
87.0,28.2,0.0,3.0,83.0,28.5,6.0,3.0
87.0,27.8,0.0,3.0,83.0,28.5,6.0,3.0
87.0,27.8,0.0,3.0,83.0,28.5,6.0,3.0
87.0,27.8,0.0,3.0,83.0,28.5,6.0,3.0
88.0,27.8,0.0,3.0,83.0,28.5,6.0,3.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,4.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,4.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,4.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,4.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,4.0
88.0,27.8,0.0,4.0,83.0,28.5,6.0,5.0
88.0,27.9,0.0,5.0,83.0,28.5,6.0,5.0
88.0,28.2,0.0,5.0,83.0,28.5,6.0,5.0
88.0,28.2,0.0,5.0,83.0,28.5,6.0,5.0
88.0,28.2,0.0,5.0,83.0,28.5,6.0,5.0
88.0,28.2,0.0,5.0,83.0,28.6,6.0,5.0
88.0,28.2,0.0,5.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,6.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,6.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,6.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,6.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,6.0,83.0,28.8,6.0,6.0
88.0,28.2,0.0,7.0,83.0,28.8,6.0,7.0
88.0,28.4,0.0,7.0,83.0,28.8,6.0,7.0
88.0,28.5,0.0,7.0,83.0,28.8,6.0,7.0
88.0,28.5,0.0,7.0,83.0,28.8,6.0,7.0
88.0,28.5,0.0,7.0,83.0,28.8,6.0,7.0
88.0,28.5,0.0,7.0,82.0,28.8,6.0,7.0
88.0,28.4,0.0,8.0,82.0,28.8,6.0,7.0
88.0,28.3,0.0,8.0,82.0,28.6,6.0,8.0
88.0,28.2,0.0,8.0,82.0,28.6,6.0,8.0
88.0,28.2,0.0,8.0,82.0,28.8,6.0,8.0
88.0,28.2,0.0,8.0,82.0,28.7,6.0,8.0
88.0,28.4,0.0,8.0,82.0,28.8,6.0,8.0
88.0,28.5,0.0,9.0,82.0,28.7,6.0,9.0
88.0,28.5,0.0,9.0,82.0,28.8,6.0,9.0
87.0,28.5,0.0,9.0,82.0,28.8,6.0,9.0
87.0,28.5,0.0,9.0,82.0,28.8,6.0,9.0
87.0,28.3,0.0,9.0,82.0,28.8,6.0,9.0
87.0,28.3,0.0,9.0,82.0,28.8,6.0,10.0
87.0,28.5,0.0,10.0,82.0,28.8,6.0,10.0
87.0,28.5,0.0,10.0,82.0,28.8,6.0,10.0
87.0,28.2,0.0,10.0,82.0,28.5,6.0,10.0
87.0,28.2,0.0,10.0,82.0,28.5,6.0,10.0
87.0,28.2,0.0,10.0,82.0,28.5,6.0,10.0
87.0,28.2,0.0,11.0,82.0,28.8,6.0,11.0
87.0,28.2,0.0,11.0,82.0,28.6,6.0,11.0
87.0,27.9,0.0,11.0,82.0,28.6,6.0,11.0
87.0,27.8,0.0,11.0,82.0,28.6,6.0,11.0
87.0,27.8,0.0,11.0,82.0,28.6,6.0,11.0
88.0,27.8,0.0,11.0,82.0,28.8,6.0,11.0
88.0,28.1,0.0,12.0,82.0,28.5,6.0,12.0
88.0,27.8,0.0,12.0,82.0,28.5,6.0,12.0
88.0,27.8,0.0,12.0,82.0,28.5,6.0,12.0
88.0,27.6,0.0,12.0,82.0,28.9,6.0,12.0
88.0,27.5,0.0,12.0,82.0,28.9,6.0,12.0
88.0,27.5,0.0,12.0,82.0,28.9,6.0,12.0
89.0,27.5,0.0,13.0,81.0,28.9,6.0,13.0
89.0,27.5,0.0,13.0,81.0,28.9,6.0,13.0
88.0,27.5,0.0,13.0,81.0,28.9,6.0,13.0
88.0,27.5,0.0,13.0,81.0,28.9,6.0,13.0
88.0,27.5,0.0,13.0,81.0,28.9,6.0,13.0
89.0,27.5,0.0,13.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
89.0,27.5,0.0,14.0,81.0,28.9,6.0,14.0
90.0,27.5,0.0,15.0,81.0,28.9,6.0,15.0
90.0,27.5,0.0,15.0,81.0,28.9,6.0,15.0
90.0,27.5,0.0,15.0,81.0,28.9,6.0,15.0
90.0,27.5,0.0,15.0,81.0,28.9,6.0,15.0
90.0,27.5,0.0,15.0,81.0,28.9,6.0,15.0
90.0,27.5,0.0,16.0,80.0,28.9,6.0,16.0
90.0,27.5,0.0,16.0,80.0,28.9,6.0,16.0
90.0,27.5,0.0,16.0,80.0,28.9,6.0,16.0
90.0,27.5,0.0,16.0,80.0,28.9,6.0,16.0
91.0,27.5,0.0,16.0,80.0,28.9,6.0,16.0
91.0,27.2,0.0,16.0,80.0,29.2,6.0,16.0
91.0,27.2,0.0,17.0,80.0,29.2,6.0,16.0
91.0,27.2,0.0,17.0,80.0,29.2,6.0,17.0
91.0,27.2,0.0,17.0,80.0,29.2,6.0,17.0
91.0,27.4,0.0,17.0,80.0,29.2,6.0,17.0
91.0,27.5,0.0,17.0,80.0,29.2,6.0,17.0
91.0,27.4,0.0,17.0,80.0,29.2,6.0,17.0
91.0,27.2,0.0,18.0,80.0,29.2,6.0,17.0
91.0,27.2,0.0,18.0,80.0,29.2,6.0,18.0
91.0,27.2,0.0,18.0,80.0,29.3,6.0,18.0
91.0,27.3,0.0,18.0,80.0,29.5,6.0,18.0
91.0,27.3,0.0,18.0,80.0,29.3,6.0,18.0
91.0,27.2,0.0,18.0,80.0,29.2,6.0,18.0
91.0,27.2,0.0,19.0,80.0,29.2,6.0,19.0
91.0,27.2,0.0,19.0,80.0,29.4,6.0,19.0
91.0,27.2,0.0,19.0,80.0,29.6,6.0,19.0
91.0,27.2,0.0,19.0,80.0,29.6,6.0,19.0
91.0,27.2,0.0,19.0,80.0,29.6,6.0,19.0
91.0,27.2,0.0,19.0,80.0,29.6,6.0,19.0
91.0,27.2,0.0,20.0,80.0,29.6,6.0,20.0
91.0,27.3,0.0,20.0,80.0,29.6,6.0,20.0
91.0,27.5,0.0,20.0,80.0,29.6,6.0,20.0
91.0,27.5,0.0,20.0,80.0,29.6,6.0,20.0
91.0,27.5,0.0,20.0,80.0,29.9,6.0,20.0
91.0,27.5,0.0,21.0,80.0,29.9,6.0,20.0
91.0,27.5,0.0,21.0,79.0,29.6,6.0,21.0
91.0,27.5,0.0,21.0,79.0,30.0,6.0,21.0
91.0,27.5,0.0,21.0,78.0,30.0,6.0,21.0
91.0,27.4,0.0,21.0,78.0,30.4,6.0,21.0
91.0,27.2,0.0,21.0,78.0,30.5,6.0,21.0
91.0,27.2,0.0,22.0,78.0,30.5,6.0,21.0
91.0,27.2,0.0,22.0,77.0,30.9,6.0,22.0
91.0,27.2,0.0,22.0,76.0,30.9,6.0,22.0
91.0,27.5,0.0,22.0,76.0,31.3,6.0,22.0
91.0,27.5,0.0,22.0,75.0,31.0,6.0,22.0
91.0,27.4,0.0,22.0,75.0,31.4,6.0,22.0
91.0,27.2,0.0,23.0,75.0,31.4,6.0,23.0
91.0,27.2,0.0,23.0,75.0,31.5,6.0,23.0
91.0,27.2,0.0,23.0,75.0,31.5,6.0,23.0
91.0,27.2,0.0,23.0,74.0,31.9,6.0,23.0
91.0,27.2,0.0,23.0,74.0,32.1,6.0,23.0
91.0,27.2,0.0,23.0,73.0,32.5,6.0,23.0
91.0,27.2,0.0,24.0,72.0,32.9,6.0,24.0
91.0,27.2,0.0,24.0,72.0,32.9,6.0,24.0
91.0,27.2,0.0,24.0,71.0,33.0,6.0,24.0
91.0,27.2,0.0,24.0,72.0,33.0,6.0,24.0
91.0,27.2,0.0,24.0,71.0,33.5,6.0,24.0
91.0,27.2,0.0,24.0,71.0,33.5,6.0,24.0
91.0,27.2,0.0,25.0,70.0,33.9,6.0,25.0
91.0,27.2,0.0,25.0,70.0,33.9,6.0,25.0
91.0,27.2,0.0,25.0,69.0,33.9,6.0,25.0
91.0,27.2,0.0,25.0,69.0,33.5,6.0,25.0
91.0,27.2,0.0,25.0,69.0,33.5,6.0,25.0
