,Humidity,Temperature,UnixTime
-MANPhuwhfIFJtwMovuL,95.00,26.30,1592794046
-MANPkRYK3mWAMpmFweM,95.00,26.40,1592794057
-MANPmy58oUt97ZUMVeZ,95.00,26.40,1592794067
-MANPpUnUeJkCp4rnzmv,95.00,26.50,1592794077
-MANPs0J4dOAV8AdqTpa,95.00,26.50,1592794088
-MANPuXsV4HzRJ72b9QJ,95.00,26.20,1592794098
-MANPx3XRN80n_Rt1tg5,95.00,26.40,1592794108
-MANPzaA-pLZGfw6W-j9,95.00,26.30,1592794119
-MANQ16cXAEyfjPpb3WU,95.00,26.40,1592794129
-MANQ3dFQQEijIQjyD2U,95.00,26.30,1592794139
-MANQ69tb8ol1lTpvqO5,95.00,26.40,1592794150
-MANQ8gUodhqNUs2_qkm,95.00,26.30,1592794160
-MANQBD2d5kvFmRA-GLw,95.00,26.40,1592794171
-MANQDlLjAlrw4JuCDz3,95.00,26.40,1592794181
-MANQGHtpAQQymER_iBX,95.00,26.50,1592794191
-MANQIoUUHNE6QlKrbCm,95.00,26.50,1592794202
-MANQLLAVAka4byx4mlr,95.00,26.40,1592794212
-MANQNri0XhbnIaO76jg,95.00,26.20,1592794222
-MANQQPtXN5a_luL-5z4,95.00,26.40,1592794233
-MANQSwSsiQr_-qm9cWB,95.00,26.30,1592794243
-MANQVT1bFnwUz2Yvm3D,95.00,26.40,1592794254
-MANQXzelZ6Gua0af4V0,95.00,26.40,1592794264
-MANQ_WETV1PyxLGvz-x,95.00,26.50,1592794274
-MANQc1s-kTwe30SMaGv,95.00,26.50,1592794285
-MANQeZR7wCKCYG9qhca,95.00,26.50,1592794295
-MANQh5DhU9qnSq4gExi,95.00,26.50,1592794305
-MANQjbkIB9-AAoEtpZh,95.00,26.50,1592794316
-MANQm8JjxG2WfxYIFim,95.00,26.50,1592794326
-MANQoeqLl5pAhmqGMMj,95.00,26.50,1592794336
-MANQrBQaAbY4ixAnyGa,95.00,26.40,1592794347
-MANQtjeYTIoLjPx-H1s,95.00,26.40,1592794357
-MANQwGF7wTklyobGjoN,95.00,26.40,1592794367
-MANQymrS3YbrunAPCJf,95.00,26.40,1592794378
-MANR0JPQyIGghjO1QCp,95.00,26.30,1592794388
-MANR3AzpDQspmam3s8g,95.00,26.50,1592794398
-MANR5hzpQ6IG_FGTCS0,95.00,26.40,1592794410
-MANR8EbBEqztGziRf7o,95.00,26.30,1592794421
-MANRAkIE4uRrRAAMq0q,95.00,26.30,1592794431
-MANRDGBmBPBfmw38ivE,95.00,26.30,1592794441
-MANRFmxH1gBP3ZObTAq,95.00,26.40,1592794452
-MANRIJP9j0S0xc700m8,95.00,26.50,1592794462
-MANRKpzhKC0emLcY1Ad,95.00,26.40,1592794472
-MANRNMaqY07yjc7hsLt,95.00,26.50,1592794483
-MANRPtA_b9eb8e-VTh8,95.00,26.50,1592794493
-MANRSPpHkfy4fFpAuK1,95.00,26.50,1592794503
-MANRUwRDAU45lr7Ynrc,95.00,26.50,1592794514
-MANRXSzr_lAXcKrfFk5,95.00,26.50,1592794524
-MANRZzaV-fxtc2htAUF,95.00,26.50,1592794534
-MANRbW9m8RApNqqyyqF,95.00,26.50,1592794545
-MANRe1ojvAChD_2e9y8,95.00,26.50,1592794555
-MANRgZNtVi7cOfpNplp,95.00,26.50,1592794565
-MANRj4z9hfryHfu8XV8,95.00,26.50,1592794576
-MANRlbYQI0mSNmw2tRV,95.00,26.50,1592794586
-MANRo8A2kUbXYcA13M-,95.00,26.50,1592794596
-MANRqekqXERR9Lyl4Ye,95.00,26.50,1592794607
-MANRtBQdi0XMJjcWig2,95.00,26.50,1592794617
-MANRvhwFwROAtxbXddW,95.00,26.50,1592794627
-MANRyEalepZtKMv6Al1,95.00,26.50,1592794638
-MANS-l8QXDl-wXYJXv5,95.00,26.50,1592794648
-MANS2Hn4X6QdCB0A7He,95.00,26.50,1592794659
-MANS4oGLoumWPkjYYhM,95.00,26.40,1592794669
-MANS7K2giPqY3b9CKKN,95.00,26.50,1592794679
-MANS9q3hbuiHxd5kvCs,95.00,26.40,1592794689
-MANSCM_h9ejnTjKYsYF,95.00,26.50,1592794700
-MANSEt8mCT6DS4CjLmB,95.00,26.50,1592794710
-MANSHPlg1nNqsGVHm7G,95.00,26.50,1592794721
-MANSJwI8AIuBXG6haZl,95.00,26.40,1592794731
-MANSMS1mgLS7DENSymK,95.00,26.50,1592794741
-MANSOxs1b9KyGTx9QeN,95.00,26.40,1592794751
-MANSRU_FQPHoMdhugZV,95.00,26.30,1592794762
-MANSU-IEbtVz4X-MBUs,95.00,26.40,1592794772
-MANSWW5uJIee7Bcttx-,95.00,26.30,1592794782
-MANSZ1kAqtm9L-K5sKN,95.00,26.40,1592794793
-MANSaZNpJQhF25RorSr,95.00,26.50,1592794803
-MANSd4uApPp7ObnXM4N,95.00,26.40,1592794813
-MANSfbZAv7CY2YnB02q,95.00,26.50,1592794824
-MANSi88Q8UGtnbd-h8u,95.00,26.40,1592794834
-MANSkelrGJ8VjF3UKvq,95.00,26.50,1592794844
-MANSnBM4ZtS51rehDk9,95.00,26.50,1592794855
-MANSphwPIQPQQsJsm_z,95.00,26.50,1592794865
-MANSsEUWBYg2gxK9lnR,95.00,26.50,1592794876
-MANSul98yLo368m7M19,95.00,26.50,1592794886
-MANSxHhkjZlhh5HQ3U8,95.00,26.50,1592794896
-MANSzoMkjXDbPn1OD9L,95.00,26.50,1592794907
-MANT1KuFocGdpG1yPA5,95.00,26.50,1592794917
-MANT3rY5x41uN5pf9Kv,95.00,26.50,1592794927
-MANT6O4YI-RDdIlZPtu,95.00,26.50,1592794938
-MANT93u8mK-Jh4txQRP,95.00,26.50,1592794948
-MANTB_toLhay2n6CFyS,95.00,26.40,1592794959
-MANTE6aAemhIPHVr14y,95.00,26.50,1592794969
-MANTGdA6uhUlWKsGigu,95.00,26.40,1592794980
-MANTJ9iCy_EL1tDYlbr,95.00,26.40,1592794990
-MANTLgDl_FeYZF4BqUT,95.00,26.50,1592795000
-MANTOCvrOYwnYkUTQ41,95.00,26.30,1592795011
-MANTQjR6TGn5duNNZZn,95.00,26.30,1592795021
-MANTTG5AD8gNkC1oMFx,95.00,26.50,1592795031
-MANTVmd4uniwd_ItZS0,95.00,26.50,1592795042
-MANTYJIbXtGKQDWRNQZ,95.00,26.50,1592795052
-MANT_p1q240Yw0oIs-o,95.00,26.50,1592795062
-MANTcKwQ7_xb5jzUYUX,95.00,26.30,1592795073
-MANTerSjSD7PWrXBXUd,95.00,26.30,1592795083
-MANThO4n4zy5FM1PLGc,95.00,26.30,1592795093
-MANTjufLKyR6fKIOJCR,95.00,26.30,1592795104
-MANTmRHI1axHtABckLz,95.00,26.30,1592795114
-MANToxrrRGNrBolbobO,95.00,26.40,1592795124
-MANTrUUT6Ak8AcyoDnk,95.00,26.50,1592795135
-MANTu00bH8mUjlHXW2v,95.00,26.50,1592795145
-MANTwXfg-l1G5sA5pp7,95.00,26.50,1592795155
-MANTz3Disc7rVj2UWfJ,95.00,26.50,1592795166
-MANU0_sOMRHyG80482g,95.00,26.50,1592795176
-MANU36Sj9Bmp_MLDiCW,95.00,26.30,1592795186
-MANU5d5pMikWjOLpDjU,95.00,26.20,1592795197
-MANU89dJRjTzwKJUuAS,95.00,26.30,1592795207
-MANUAgIAjDDIVVdFz3u,95.00,26.20,1592795218
-MANUDC1UAQgP1vJF1n6,95.00,26.40,1592795228
-MANUFhvBBcCW1A0Q61A,95.00,26.30,1592795238
-MANUIERdCXJ7uIEXZ5O,95.00,26.40,1592795248
-MANUKlDy2MEI5Gwof7W,95.00,26.30,1592795259
-MANUNI80K2CiRKHM80R,95.00,26.40,1592795269
-MANUPoD007XyeB3d3ow,95.00,26.40,1592795280
-MANUSKs8qgoVzIvqBIy,95.00,26.50,1592795290
-MANUUrQXeSuILo-l8P6,95.00,26.50,1592795300
-MANUXO-gvZwyMgwWxLl,95.00,26.50,1592795311
-MANUZufxF-V1LjODohP,95.00,26.50,1592795321
-MANUbRC_ckmjaMkYEs8,95.00,26.50,1592795331
-MANUdxqiO06cZeIVrMJ,95.00,26.40,1592795342
-MANUgUSzibO-ff9-r2Y,95.00,26.50,1592795352
-MANUj0-tRQ2ZZYgSp7l,95.00,26.50,1592795362
-MANUlWi40EHGVYjM1x4,95.00,26.50,1592795373
-MANUo1ezELYmDG2i20D,95.00,26.50,1592795383
-MANUqZEC9FSpy-vOP5b,95.00,26.50,1592795393
-MANUt4sw9p8P2eDbjeb,95.00,26.50,1592795404
-MANUvbQCCBYxpmoKxpg,95.00,26.50,1592795414
-MANUy81WB0GsJzYJY1E,95.00,26.50,1592795424
-MANV0-__ximxfvY1cC3,95.00,26.50,1592795435
-MANV2XeSqEp5Dn7AMRD,95.00,26.50,1592795446
-MANV53Cr3cG10N6S-EP,95.00,26.50,1592795457
-MANV7_okiGEeVtfXuaG,95.00,26.50,1592795467
-MANVA6RSMsWUGJmIhjx,95.00,26.50,1592795477
-MANVCd1qYOefytIfdTQ,95.00,26.50,1592795488
-MANVF9bKOnYNEx5vsu9,95.00,26.50,1592795498
-MANVHgCcvCbIW1z-m0z,95.00,26.50,1592795509
-MANVKClIAofIR09EMhT,95.00,26.50,1592795519
-MANVMjSfJqE-l2LIaDd,95.00,26.50,1592795529
-MANVPG2RoTDZkPP6FQe,95.00,26.50,1592795540
-MANVRmfrgtsCybxdSvu,95.00,26.50,1592795550
-MANVUJqZo5anhA987h6,95.00,26.50,1592795560
-MANVWpnEAXlG9rZ19q8,95.00,26.40,1592795571
-MANVZMOVVHlN2U7HrhI,95.00,26.50,1592795581
-MANVat-vFpbuj8vNNjV,95.00,26.50,1592795591
-MANVdP_SizhsoDuISv2,95.00,26.50,1592795602
-MANVfwHBJGR-L7_4-79,95.00,26.20,1592795612
-MANViSnnadjXpbPOw_7,95.00,26.20,1592795622
-MANVkzN5XJnjRh7QiP7,95.00,26.20,1592795633
-MANVnW-tBE_Zk1Fh63V,95.00,26.20,1592795643
-MANVq1Z301WAZDWSDKb,95.00,26.20,1592795653
-MANVsZABGiV5lsOmZkX,95.00,26.20,1592795664
-MANVv3x2RUVO-gmLPVw,95.00,26.20,1592795674
-MANVxbMeOSf94GowoSp,95.00,26.20,1592795684
-MANW-80--bgfOJgxkBb,95.00,26.20,1592795695
-MANW1eXPv4AtFLOv-Zt,95.00,26.20,1592795705
-MANW4B87kVsqApGGThY,95.00,26.20,1592795715
-MANW6hlp0rL8wjxNZLE,95.00,26.20,1592795726
-MANW9EL7yUWsI-TAgQt,95.00,26.20,1592795736
-MANWBkxRyD3TXO65byy,95.00,26.20,1592795747
-MANWEHWZJgP-oCx0_2r,95.00,26.20,1592795757
-MANWGo8FEMqvNeCHYTn,95.00,26.20,1592795767
-MANWJKl8foO3inJ25YX,95.00,26.20,1592795778
-MANWLrRWVYXTvQ34RZK,95.00,26.20,1592795788
-MANWONwxDCiHYcV6ikF,95.00,26.20,1592795798
-MANWQub4B358NXG9vAf,95.00,26.20,1592795809
-MANWTQR76p6XYB-KAEr,95.00,26.20,1592795819
-MANWVxgG5Pvry7neB1i,95.00,26.20,1592795829
-MANWYTV1W5kKXNbfMV3,95.00,26.20,1592795840
-MANWa-xLwL83FhgpWz6,95.00,26.20,1592795850
-MANWcXZB6jEfKKMsSHl,95.00,26.20,1592795860
-MANWf3AY_VogaUPu2j6,95.00,26.20,1592795871
-MANWh_lxqv_Srafa6Ve,95.00,26.20,1592795881
-MANWk6NpsCNJGLczoqN,95.00,26.20,1592795891
-MANWmc81pELfZ7R_UxJ,95.00,26.20,1592795902
-MANWp9XHAP70f2NmXpb,95.00,26.20,1592795912
-MANWrgRM_7h-YI6U3Jy,95.00,26.20,1592795922
-MANWuChbGUWsvNgoTH9,95.00,26.20,1592795933
-MANWwjMEmjKUn77byAF,95.00,26.20,1592795943
-MANWzF6TVRNfS8z-ZAR,95.00,26.20,1592795953
-MANX0mVhhAPsNod015x,95.00,26.20,1592795964
-MANX3iE2oF7KF3Efj15,95.00,26.20,1592795974
-MANX6EMSSqi2wC8Rh17,95.00,26.20,1592795986
-MANX8ksdmOk02HVOmL8,95.00,26.20,1592795997
-MANXBHacjzG-H88W2sN,95.00,26.20,1592796007
-MANXDo7DWyz84DdFaD-,95.00,26.20,1592796017
-MANXGKk1wJyUpyp7t5V,95.00,26.30,1592796028
-MANXIrKu0vKkHLYWzvb,95.00,26.20,1592796038
-MANXLO-8mCkz1ecZ7UC,95.00,26.40,1592796048
-MANXNud2UiXtu9vRUq2,95.00,26.40,1592796059
-MANXQRAW-1MsETt63Tc,95.00,26.50,1592796069
-MANXSxjjSEEuegd3f7N,95.00,26.50,1592796079
-MANXVULxOOxOh1JSD8w,95.00,26.50,1592796090
-MANXY-xKsne3i0xDCTa,95.00,26.50,1592796100
-MANX_XicGtDadRjGB-F,95.00,26.50,1592796110
-MANXc3BilhNPimvuAdm,95.00,26.50,1592796121
-MANXe_iLOwtkm7zaero,95.00,26.20,1592796131
-MANXh6KdTOpN-XPmTii,95.00,26.30,1592796141
-MANXjcvT2OWgYdGaxY6,95.00,26.30,1592796152
-MANXm9YGIwt2UQX_-_m,95.00,26.40,1592796162
-MANXog5mx1C_n32jnBP,95.00,26.40,1592796172
-MANXrCnAiSyaW0zr1J4,95.00,26.40,1592796183
-MANXtjKgc5D1bYgtZoM,95.00,26.40,1592796193
-MANXwFtkHfTxFAOEaDd,95.00,26.40,1592796203
-MANXymXpl2eDH_0QFhL,95.00,26.50,1592796214
-MANY0J1Vvqv23BGcURv,95.00,26.50,1592796224
-MANY2pk9Li0AGzTYD_4,95.00,26.50,1592796235
-MANY5NtD2fBZpti5VnF,95.00,26.50,1592796245
-MANY8-uc5buCuOpTrFj,95.00,26.50,1592796256
-MANYAXRcLl8JzX3bzLX,95.00,26.50,1592796266
-MANYD4g8mydo2c6Flsu,95.00,26.50,1592796277
-MANYFePWhYHxOTuXSKv,95.00,26.50,1592796287
-MANYICdU78FUE44lrFf,95.00,26.30,1592796298
-MANYKnz_3fGWP0WWYsW,95.00,26.20,1592796308
-MANYNKc63XRmEVDoYka,95.00,26.20,1592796319
-MANYPrDoFx4m3zJu0gP,95.00,26.20,1592796329
-MANYSNsRpBfiQaYcB2t,95.00,26.20,1592796339
-MANYUuRm2u1U4om5O29,95.00,26.20,1592796350
-MANYXR4oJMxNhikcO-Z,95.00,26.20,1592796360
-MANYZxj82plqVk76-ao,95.00,26.20,1592796370
-MANYbUHkjsm6ax6E-DS,95.00,26.20,1592796381
-MANYeWHFXvk-E-dxBca,95.00,26.20,1592796391
-MANYh1UxTm6xF-q8qzS,95.00,26.20,1592796403
-MANYjZ2No4sJOIRt4sJ,95.00,26.20,1592796414
-MANYm4hacZTTTnPqlLb,95.00,26.20,1592796424
-MANYobJZpFOTSIzH_xF,95.00,26.20,1592796434
-MANYr7tzAc8Squonf08,95.00,26.20,1592796445
-MANYteTm2DifAkmcPTn,95.00,26.20,1592796455
-MANYwBA_fe9ViMNO_Ya,95.00,26.20,1592796465
-MANYz2erJE7U4xo8MFi,95.00,26.20,1592796476
-MANZ0_iJWr2cwLVE5bY,95.00,26.20,1592796488
-MANZ35TlUeW_CqQ9dPP,95.00,26.20,1592796498
-MANZ5cs4zEVfmiQ6K1X,95.00,26.20,1592796508
-MANZ89PUu7i8Ho-otKi,95.00,26.20,1592796519
-MANZAg2Rf73jZq8vIMX,95.00,26.20,1592796529
-MANZDCiGKAuyM_eSeBx,95.00,26.20,1592796539
-MANZFjFv7JRxuai3ueN,95.00,26.20,1592796550
-MANZIFp5oEtRHthgXSr,95.00,26.20,1592796560
-MANZKmTNm01no3FubC7,95.00,26.20,1592796570
-MANZNJ7Kawqyi6lDO42,95.00,26.20,1592796581
-MANZPpcqzJBqszsIOpH,95.00,26.20,1592796591
-MANZSMDDLxbJHO_58k5,95.00,26.30,1592796601
-MANZUsqqmwNhbucZNo1,95.00,26.50,1592796612
-MANZXPSQAVOgxpbXE7Y,95.00,26.50,1592796622
-MANZZx73lE_8vjmAYAr,95.00,26.50,1592796633
-MANZbUHwGzIcKgX6DYJ,95.00,26.50,1592796643
-MANZe-t5m7ql49uMwXt,95.00,26.50,1592796653
-MANZgXS0h2OEHct1Xyr,95.00,26.50,1592796664
-MANZj3-_d6OcsISrwBO,95.00,26.40,1592796674
-MANZl_cA_kl1z7L5DKr,95.00,26.50,1592796684
-MANZo6EYezbXA7mau5D,95.00,26.40,1592796695
-MANZr4c0b0TYWMYXAh7,95.00,26.50,1592796705
-MANZtbF5qvx5mcs2cGA,95.00,26.40,1592796717
-MANZw7pKQ5FBvA1KsE5,95.00,26.50,1592796728
-MANZyeRrwqDqO1sC1_B,95.00,26.50,1592796738
-MAN_0AwUCpo4RyGinFS,95.00,26.50,1592796748
-MAN_2h_2-o84DxskuN6,95.00,26.40,1592796759
-MAN_5EBkX65u4K9vnVw,95.00,26.50,1592796769
-MAN_7kmY_zpd25Ai3Ga,95.00,26.40,1592796779
-MAN_AHQprmPmVHKWl6B,95.00,26.50,1592796790
-MAN_Co13wlOOI_q-Plm,95.00,26.50,1592796800
-MAN_FKaz2pnUrktY0Fa,95.00,26.50,1592796810
-MAN_HrC1utR4F6fL_7f,95.00,26.50,1592796821
-MAN_KNp10RxLsuB33r8,95.00,26.50,1592796831
-MAN_MuMio2fcmcBBM-j,95.00,26.50,1592796841
-MAN_PQw49hM75iY-rQm,95.00,26.50,1592796852
-MAN_RxZPzOnWxoUT4iC,95.00,26.50,1592796862
-MAN_UTKprvMClUloXBy,95.00,26.50,1592796872
-MAN_X69k-6j9keMh1c8,95.00,26.50,1592796883
-MAN_ZbqWcqQU-obbG_I,95.00,26.50,1592796893
-MAN_b7lwnAMtqdkFHiP,95.00,26.50,1592796904
-MAN_deQGyUZ6nW7pRm6,95.00,26.20,1592796914
-MAN_gAx7M88E3IRz7_-,95.00,26.20,1592796924
-MAN_ihYN6MQVGun3Lc6,95.00,26.20,1592796935
-MAN_lDMw71xGNQyjmV9,95.00,26.20,1592796945
-MAN_nmMho9nJMBNDMdG,95.00,26.20,1592796956
-MAN_qJ1vxXD83i6t9w5,95.00,26.20,1592796966
-MAN_spYON-o1NWCHTAa,95.00,26.20,1592796976
-MAN_vMEwdlSfk-OexNB,95.00,26.20,1592796987
-MAN_xslEnQbJYaPymrP,95.00,26.20,1592796997
-MANa-PN0SSbdJjkEvc-,95.00,26.20,1592797007
-MANa1vy2OBTK2LeauvK,95.00,26.20,1592797018
-MANa4ScYEqKCh_jI1nK,95.00,26.20,1592797028
-MANa6z9kv-uGgO-lYdJ,95.00,26.20,1592797038
-MANa9VmiHePlU-qP4H2,95.00,26.20,1592797049
-MANaC1NQg7ocPNXGAFS,95.00,26.20,1592797059
-MANaEYzTQz5b3yxEEob,95.00,26.20,1592797069
-MANaH4_wil0726DurDI,95.00,26.20,1592797080
-MANaJbBOefzMVkTezZJ,95.00,26.20,1592797090
-MANaM7j9TVMKFkn_o5w,95.00,26.20,1592797101
-MANaOeKTMZ0vm7ao8HC,95.00,26.20,1592797111
-MANaRAuWur71rnAZSqg,95.00,26.20,1592797121
-MANaThZK4HLYvblxE3Z,95.00,26.20,1592797132
-MANaWE5q0ioyU0n3nAj,95.00,26.20,1592797142
-MANaYkkGrSnw9XSmO8Y,95.00,26.20,1592797152
-MANaaHJsHUsSc888Nu3,95.00,26.20,1592797163
-MANacnuh6aBPJpw0UdS,95.00,26.20,1592797173
-MANafKWrR0Ca6IceMJt,95.00,26.20,1592797183
-MANahr7jgQ4I4_OdwFD,95.00,26.20,1592797194
-MANakNhVxwNkQIrcLW8,95.00,26.20,1592797204
-MANamuMn92l4FPaaVFm,95.00,26.20,1592797214
-MANapQuZ2r72js4amWX,95.00,26.20,1592797225
-MANarwnJ4h2vEaPEAGj,95.00,26.30,1592797235
-MANauU7uAs1ySocLXuz,95.00,26.20,1592797245
-MANax-iyoMNeTUe00c0,95.00,26.20,1592797256
-MANazXFNloWo10dPEWo,95.00,26.20,1592797266
-MANb12sG9tQnfeh_4OW,95.00,26.20,1592797276
-MANb3_U38PN_OFEJZ6E,95.00,26.20,1592797287
-MANb665d2UFJiNd8ZtD,95.00,26.20,1592797297
-MANb8cngSvhqgjrN8Od,95.00,26.20,1592797307
-MANbB9IMIUZn9Iuz0y1,95.00,26.20,1592797318
-MANbDgf_pf-c3EGZSo6,95.00,26.30,1592797328
-MANbGE6Iy5xw41H68Xf,95.00,26.20,1592797339
-MANbIkfGvbSU1oD4fLr,95.00,26.20,1592797349
-MANbLHH-uBF4rEDo02k,95.00,26.20,1592797359
-MANbNnreBgDc-XNTi5T,95.00,26.20,1592797370
-MANbQKW9A9FoNaAWQyO,95.00,26.20,1592797380
-MANbSr2KgrEFBLcNLUP,95.00,26.20,1592797390
-MANbVNcxmuT-G-FI_xq,95.00,26.20,1592797401
-MANbXuFA-LW70piVdzh,95.00,26.20,1592797411
-MANb_QsuRQazW9k6m4c,95.00,26.20,1592797421
-MANbbwb9ynmUBTa-qSV,95.00,26.20,1592797432
-MANbeSTq_9X3H5zXww8,95.00,26.20,1592797442
-MANbgz3AbBEBD4YH0Nf,95.00,26.20,1592797452
-MANbjVeedZeBKzk60pQ,95.00,26.20,1592797463
-MANbm1HTkiYmeX6VRg7,95.00,26.20,1592797473
-MANboYu7iWkUtLZDbbg,95.00,26.20,1592797483
-MANbr3uPhDBcQWfUBiM,95.00,26.20,1592797494
-MANbtb4am0VEXPs5B8z,95.00,26.20,1592797504
-MANbwTv04TyPlHYjFSZ,95.00,26.20,1592797514
-MANbz-iWLfqjxDMEJju,95.00,26.20,1592797526
-MANc0XM6ZdLqFgTkcsQ,95.00,26.20,1592797537
-MANc32uLa-wvRLBj0nv,95.00,26.20,1592797547
-MANc5_X9vpqdddGaAY9,95.00,26.20,1592797557
-MANc864r7LFmVbnThAr,95.00,26.20,1592797568
-MANcAeLO1QGZC5uA-lQ,95.00,26.20,1592797578
-MANcDB6cRAjzWxnDkBj,95.00,26.20,1592797588
-MANcFhSprRpMVKYWMYl,95.00,26.20,1592797599
-MANcIE579fMG9Tc_jLC,95.00,26.20,1592797609
-MANcKkbGvPMgP41SwFb,95.00,26.20,1592797619
-MANcNHEOpOMcA0vw1Mm,95.00,26.20,1592797630
-MANcPnp-RtUEuHP7hIY,95.00,26.20,1592797640
-MANcSKZ-LYsLTaieoBE,95.00,26.20,1592797651
-MANcUxEttZ6tBCg2y8k,95.00,26.20,1592797661
-MANcXU6i1IEPNVvQtj7,95.00,26.20,1592797672
-MANc_-hgq7Vvea483SA,95.00,26.20,1592797682
-MANcbXG0z1ldKSH4oKi,95.00,26.20,1592797692
-MANce4A9kzzyQfkwwA3,95.00,26.20,1592797703
-MANcgbAJYZfjLkzZ4oH,95.00,26.20,1592797713
-MANcj6sVzKDrlJ7PgUE,95.00,26.20,1592797723
-MANcleBWq-T7Ngt3SQ8,95.00,26.20,1592797734
-MANcoAqXREkYuSTEU7E,95.00,26.20,1592797744
-MANcqhRBO_eV4ro1oHZ,95.00,26.20,1592797755
-MANctDzCYbQ0j2aslUo,95.00,26.20,1592797765
-MANcvkdvLpUsfmUWBDW,95.00,26.20,1592797775
-MANcyHDy2NzPF5UlA3F,95.00,26.20,1592797786
-MANd-nqYlt90OzMSQ_1,95.00,26.20,1592797796
-MANd2KPuFrq7RD64oZS,95.00,26.20,1592797806
-MANd4r-wIq7jFKaIEQr,95.00,26.20,1592797817
-MANd7NXTXw5Jg3wp_ae,95.00,26.20,1592797827
-MANd9uCvj72P_TYcDMg,95.00,26.20,1592797837
-MANdCQqobM2Wq0RbwzV,95.00,26.20,1592797848
-MANdExUCXYIyC-QrK9i,95.00,26.20,1592797858
-MANdHU1KPSGxTf0mgU7,95.00,26.20,1592797868
-MANdK-cTOlEocUJ4PnW,95.00,26.20,1592797879
-MANdMXD4NNZcG9sn0_E,95.00,26.20,1592797889
-MANdP37yZ75fmZeo-0b,95.00,26.20,1592797899
-MANdR_XeU7G7noTkKBL,95.00,26.20,1592797910
-MANdU6-3U6ljDxoEM_L,95.00,26.20,1592797920
-MANdWcdy7fVFwk2gTrv,95.00,26.20,1592797930
-MANdZ9Bsf6bbufzuQCA,95.00,26.20,1592797941
-MANdafskuH_lMdL0nnX,95.00,26.20,1592797951
-MANddJbWiUB5zfsS5xK,95.00,26.20,1592797961
-MANdfr1JDHWTYFzy6PA,95.00,26.20,1592797972
-MANdiNbjFnYLBAgPoyL,95.00,26.20,1592797983
-MANdkuAg8_rEaZNrqpJ,95.00,26.20,1592797993
-MANdnQr5ZYOPnNlQzjg,95.00,26.20,1592798003
-MANdpxOgx21aciSDogN,95.00,26.20,1592798014
-MANdsThP1jR_bn90_Uo,95.00,26.20,1592798024
-MANdv-aQnZ3ziI-ttza,95.00,26.20,1592798034
-MANdxXBi2Yf0_UpjDKl,95.00,26.20,1592798045
-MANe-2lOlxsEgdJ2_XK,95.00,26.20,1592798055
-MANe1_QmZ-GANjEjIk1,95.00,26.20,1592798065
-MANe4BPCEAf4cUmRvfJ,95.00,26.20,1592798076
-MANe6hQFZXKHP05ack7,95.00,26.20,1592798086
-MANe9Dy4ZD_Tvq7B6Yx,95.00,26.20,1592798097
-MANeBjn12et-U81ICfH,95.00,26.20,1592798107
-MANeEHDvOR0GXIXk8HW,95.00,26.20,1592798118
-MANeGnncjXSKlbah7cZ,95.00,26.20,1592798128
-MANeJKIW9GykgSM4zpg,95.00,26.20,1592798138
-MANeLr-_pXg4DU7Gd95,95.00,26.20,1592798149
-MANeOMiiFC0bVbzDyk1,95.00,26.20,1592798159
-MANeQsansapqa_CcBLd,95.00,26.20,1592798169
-MANeTPBc1aLjyY0ATAq,95.00,26.20,1592798180
-MANeVvn4HF-bpifZCVX,95.00,26.20,1592798190
-MANeYSHN-Ap5ud-Tiuz,95.00,26.20,1592798200
-MANe_z0wDnujx90U2Xd,95.00,26.20,1592798211
-MANecVWIyMeKqkuIAax,95.00,26.20,1592798221
-MANef1DyoMufEm-v8AZ,95.00,26.20,1592798231
-MANehXy8rkcnEZuJY2t,95.00,26.20,1592798242
-MANek4QcS6XwkFs6MVw,95.00,26.20,1592798252
-MANemavA5RS9v64_wLx,95.00,26.20,1592798262
-MANep7bHaksh0ki4I0J,95.00,26.20,1592798273
-MANergNbsXxCSigN49X,95.00,26.20,1592798283
-MANeuCNHCEy4WiDDHUb,95.00,26.20,1592798293
-MANewiv7o6-XqDfEQrQ,95.00,26.20,1592798304
-MANezGhjTDjQEaN708p,95.00,26.20,1592798314
-MANf0nhFdPUT4Acwdpt,95.00,26.20,1592798325
-MANf3KLjpuN8v4TPJYM,95.00,26.20,1592798335
-MANf5quauPSp2w0XEAz,95.00,26.20,1592798345
-MANf8NcYMfxCITJGdoO,95.00,26.20,1592798356
-MANfAu7qqscJWDHEK2m,95.00,26.20,1592798366
-MANfDQl230W41dayX4B,95.00,26.20,1592798376
-MANfFwaQ7tZ4Lm3I83-,95.00,26.20,1592798387
-MANfITwiyNFsuUme20S,95.00,26.20,1592798397
-MANfL-Z3JSvtppPv9dX,95.00,26.20,1592798407
-MANfNX8qmhNOqCwXp5N,95.00,26.20,1592798418
-MANfQ4IORhtzs1oFNvR,95.00,26.20,1592798428
-MANfSauzOLHYf7BW7pW,95.00,26.20,1592798439
-MANfV7WgzYYGSlUUqOq,95.00,26.20,1592798449
-MANfXe1TScajDLtSGhe,95.00,26.20,1592798459
-MANf_AiBWXrBuNxvUTE,95.00,26.20,1592798470
-MANfbhdhny0xaBonEkp,95.00,26.20,1592798480
-MANfeDr9eTcpuMEuYgd,95.00,26.20,1592798490
-MANfgkS5j_KZBWTWMA4,95.00,26.20,1592798501
-MANfjH3m7w-7thUjdKj,95.00,26.20,1592798511
