,Humidity,Temperature,UnixTime
-MAIPhYLA6eOGq8JUa3D,85.00,28.20,1592710113
-MAIPk41MijwZ5Qr51qy,86.00,28.10,1592710123
-MAIPmaXwqcpoD7KAK4G,86.00,28.20,1592710134
-MAIPp7BKnJxRT4rvD29,86.00,28.20,1592710144
-MAIPrdk4gkO5DyxzwcL,86.00,28.10,1592710154
-MAIPuAO5z9wkFpcReMy,86.00,28.20,1592710165
-MAIPwgz27vjEAIKWSNY,86.00,28.20,1592710175
-MAIPzDX_ErFcz-JKwsC,86.00,28.50,1592710185
-MAIQ0kAr6PtUrI04EEy,86.00,28.50,1592710196
-MAIQ3GngHT4WsPRKSnm,86.00,28.40,1592710206
-MAIQ5nLo1nOj83JL0hK,86.00,28.30,1592710216
-MAIQ8Ldg2gs6pTYAto-,86.00,28.30,1592710227
-MAIQAs5K4Xbkv15yQiY,86.00,28.20,1592710237
-MAIQDOimzqp0z0_Uxm0,86.00,28.20,1592710248
-MAIQFvN6O3yTJn51Gzv,86.00,28.20,1592710258
-MAIQIS9PtLgLCgFjUNn,86.00,28.20,1592710268
-MAIQKyUNrvVSKON6K0h,86.00,28.20,1592710279
-MAIQNV8cNFQ4STkWNYg,86.00,28.20,1592710289
-MAIQQ0jsQsYJxn6qSwm,86.00,28.20,1592710299
-MAIQSYJPyp_ac34W0cY,86.00,28.20,1592710310
-MAIQV3tRI6OgIehiIUP,86.00,28.40,1592710320
-MAIQXaWUepZScFUgizy,86.00,28.50,1592710330
-MAIQ_T6hKsy0pJDVT1Q,85.00,28.50,1592710341
-MAIQc-4LZPNeRCS7DYn,85.00,28.50,1592710352
-MAIQeVtbkxeLd9jANeG,85.00,28.40,1592710363
-MAIQh2GOn5__ekhPnWv,85.00,28.30,1592710373
-MAIQjZ3y85JqgbIP2Eb,85.00,28.20,1592710383
-MAIQm5Wjr2g-8oSFuG5,85.00,28.20,1592710394
-MAIQoc5BhO67TvFNqVK,85.00,28.20,1592710404
-MAIQr8fffpLovOHxCaN,85.00,28.20,1592710415
-MAIQtfFiXRJW_lf8bhO,85.00,28.20,1592710425
-MAIQwBqgFHaHoUkD4zG,85.00,28.20,1592710435
-MAIQyiSzh6Y42C18bfT,85.00,28.30,1592710446
-MAIR0F5a5E8Sw4fAQph,85.00,28.20,1592710456
-MAIR2nJGghR6ho3b5fP,85.00,28.20,1592710466
-MAIR5JrVUoJEqTTXMJp,84.00,28.40,1592710477
-MAIR7qVl9aZ6Mm1AvJC,84.00,28.50,1592710487
-MAIRANBuzU_renyG7Br,84.00,28.50,1592710497
-MAIRCtdVy0pct9jvuz7,84.00,28.30,1592710508
-MAIRFQIatMNzoU4m16a,84.00,28.20,1592710518
-MAIRHwoRCI2xyVeqyh2,84.00,28.20,1592710528
-MAIRKTSiFTfsdQ4CR3i,84.00,28.20,1592710539
-MAIRN-CPH7kD8MOp-ne,84.00,28.50,1592710549
-MAIRPWcWo9xpXEAaSM2,84.00,28.20,1592710559
-MAIRS2Hf0GG3UBdAvcb,84.00,28.10,1592710570
-MAIRUZtxLxCy1045ynI,84.00,28.20,1592710580
-MAIRX5PDVJcMOpNIme9,84.00,28.20,1592710591
-MAIRZc6fh7PEXxYKsYC,84.00,28.20,1592710601
-MAIRb8dFvFnbllJb8_t,84.00,28.20,1592710611
-MAIRdfCttRRIbn6bBSU,84.00,28.20,1592710622
-MAIRgBxih0AWwEbM7dt,84.00,28.20,1592710632
-MAIRiiQTTcPVPATuh5b,84.00,28.20,1592710642
-MAIRlEzk7q3XP2ZUNOG,84.00,28.20,1592710653
-MAIRnldqbKLQv9h0YCw,85.00,28.20,1592710663
-MAIRqIHccZa2I2_EG5j,84.00,28.20,1592710673
-MAIRsooT8LlUOzspBRv,84.00,28.20,1592710684
-MAIRvLN7vNeCAR3Z9_G,85.00,28.20,1592710694
-MAIRxs4zRhEmsDDQ8qB,85.00,28.20,1592710704
-MAIS-NulAZLuyEYIVjA,85.00,28.20,1592710715
-MAIS1vFrBT_FPUPQUEX,85.00,28.10,1592710725
-MAIS4Rmiy9XEJYeRXGC,85.00,28.10,1592710735
-MAIS6ySaO-i6Tm8p1kd,84.00,28.20,1592710746
-MAIS9UzdU66tDmGzNfF,84.00,28.10,1592710756
-MAISC0b8ZhyScxAMue9,84.00,28.20,1592710766
-MAISEYFwxAjabBz0mv2,85.00,28.20,1592710777
-MAISH3p1QE_sMZ95zxS,85.00,28.50,1592710787
-MAISJc3vLYvzegZRtFn,84.00,28.50,1592710798
-MAISM8dWWAnqBKU224Y,84.00,28.40,1592710808
-MAISOfoqefgG7q5O3hx,84.00,28.40,1592710818
-MAISRBpMcQiXapMkevo,84.00,28.20,1592710829
-MAISTiL5NViGRJ2dqut,84.00,28.20,1592710839
-MAISWMNiLaZPegFOV-o,84.00,28.20,1592710849
-MAISYteHFaoPdxzGNbz,84.00,28.20,1592710860
-MAISaQCJ-vbEP_90hyv,84.00,28.20,1592710871
-MAIScwnE4RJ_vj79eF7,84.00,28.20,1592710881
-MAISfTRFJseaJ0J6zSD,84.00,28.20,1592710891
-MAISi--OykVGPj68P6H,84.00,28.20,1592710902
-MAISkW_44BSGjH-56I1,84.00,28.20,1592710912
-MAISn2FZ3b6tPzOSH_Z,84.00,28.20,1592710922
-MAISpZmKbGm3Ov5iWVg,84.00,28.20,1592710933
-MAISs5K24cd2sogqmpU,84.00,28.30,1592710943
-MAISuc0NyxNGAUCrE8z,84.00,28.30,1592710953
-MAISx8a9U1tvycC6fyv,84.00,28.30,1592710964
-MAISzf9qo1N_-kEuQlP,84.00,28.20,1592710974
-MAIT1Blst-DARZNVQIj,85.00,28.20,1592710984
-MAIT3iM0vBw1Cyjeyu_,85.00,28.20,1592710995
-MAIT6Ev4fs-hvI7WIRQ,85.00,28.20,1592711005
-MAIT8lalAy8bLrTeWcY,85.00,28.20,1592711015
-MAITBcALM1E6gajoScW,84.00,28.40,1592711026
-MAITE8a0fxB77Y_CDij,84.00,28.40,1592711037
-MAITGf8ZBUS9zcQa5fH,85.00,28.10,1592711048
-MAITJB-kUL5W7de3snF,85.00,28.20,1592711058
-MAITLiNJTfkG5Z9Cm7A,84.00,28.20,1592711068
-MAITOEx7JrCVcpOP5eq,85.00,28.20,1592711079
-MAITQlUjRU1byXm1W7H,85.00,28.20,1592711089
-MAITTIBoIZlWb4Pd7u2,84.00,28.20,1592711100
-MAITVohwj-t54yjcZRE,85.00,28.20,1592711110
-MAITYLPtDz7EQawloJ0,85.00,28.20,1592711120
-MAIT_rx4EwHdIcL_Pyb,85.00,28.20,1592711131
-MAITcOabAt63Vt5OQzp,84.00,28.20,1592711141
-MAITeuPLlKmc4nTAp0Y,84.00,28.20,1592711151
-MAIThRq1oOvwqEKlvvu,84.00,28.20,1592711162
-MAITjyIoiVllfS0a61D,85.00,28.10,1592711172
-MAITmUvjdKp4lgEkVLe,84.00,28.20,1592711182
-MAITp0W22xkZUOFEVeP,85.00,28.10,1592711193
-MAITrY8JybN_-lmpAIr,84.00,28.20,1592711203
-MAITu3h8zNzNdzd6SOD,85.00,28.30,1592711213
-MAITwaLPDD3-v45sgFi,84.00,28.20,1592711224
-MAITz6q5hyariPvR0Hy,85.00,28.20,1592711234
-MAIU0dYt4oLQZU7UHYc,85.00,28.30,1592711244
-MAIU3A6N7MFGrqzLy7i,85.00,28.50,1592711255
-MAIU5hKN2NQg2Yst530,85.00,28.50,1592711265
-MAIU8DNg61xn474AVL5,84.00,28.50,1592711275
-MAIUAjwbheFj7vji5yQ,84.00,28.40,1592711286
-MAIUDGca-QTBdiH6lKD,84.00,28.40,1592711296
-MAIUFn7AmA-1FOSktp1,84.00,28.30,1592711306
-MAIUIJjDbDI8L3e4vtx,84.00,28.30,1592711317
-MAIUKqKtPPaIFiIRWB9,84.00,28.20,1592711327
-MAIUNMsFO0AH-DkrzXd,84.00,28.20,1592711338
-MAIUPtX28ukKjje5-8w,84.00,28.20,1592711348
-MAIUSPKSYH-LELv7PdU,84.00,28.20,1592711358
-MAIUUwjs2mYHYdbQIv_,84.00,28.20,1592711369
-MAIUXoJO3fRnPC_kGFd,84.00,28.20,1592711379
-MAIU_LJRnziSBTq3Xfq,84.00,28.20,1592711391
-MAIUbs0Q5gSezPl0gG-,84.00,28.20,1592711401
-MAIUeO_NKSBAsahwCce,84.00,28.20,1592711411
-MAIUgv4Hjs-LlUOcwEq,84.00,28.20,1592711422
-MAIUjRln8uGMYyGVRwg,84.00,28.20,1592711432
-MAIUmS5W30UFAPKoQrR,84.00,28.20,1592711442
-MAIUoyNr5E8Y7MUaywh,84.00,28.20,1592711455
-MAIUrUwGei_se_4swcd,84.00,28.20,1592711465
-MAIUu0VjbdhJJJFgbrh,84.00,28.20,1592711475
-MAIUwY4WMCcem48PjZE,84.00,28.40,1592711486
-MAIUz3jHnURIkE19_rI,84.00,28.50,1592711496
-MAIV0aLJByJPX5LKBDE,84.00,28.20,1592711506
-MAIV37-bq6HQEqTsF_i,84.00,28.20,1592711517
-MAIV5dWZt91uMjcGjJ6,84.00,28.10,1592711527
-MAIV8A3zk4hEwoGeEDQ,84.00,28.20,1592711538
-MAIVAfn7xgE0HKNiDSI,84.00,28.20,1592711548
-MAIVDBh3T9f8ONmUGih,84.00,28.20,1592711558
-MAIVFiNmTbGNl4ohEXd,84.00,28.20,1592711568
-MAIVIEvuryr5g7X_YsS,84.00,28.20,1592711579
-MAIVKlUz6VyWSxNy8nh,84.00,28.20,1592711589
-MAIVNI52jnIlBP89rci,84.00,28.20,1592711600
-MAIVPocW5ZJL1SGn8Hw,84.00,28.20,1592711610
-MAIVSLHc4_vTmOOf1VT,84.00,28.20,1592711620
-MAIVUtS3xXo0PUIVAB9,84.00,28.20,1592711631
-MAIVXQ4VJ6FE680yE5t,84.00,28.20,1592711641
-MAIVZwkBUYXNrs1MhNZ,84.00,28.20,1592711651
-MAIVbUw8UqZe2RMi47P,84.00,27.80,1592711662
-MAIVe0SFemGkMerx7RB,84.00,27.80,1592711672
-MAIVgY9wudBCwki1idL,84.00,27.80,1592711683
-MAIVj5OGqWT-Jxrhx-2,84.00,27.80,1592711693
-MAIVlbvlqFeiwjtWmR9,84.00,27.80,1592711703
-MAIVo8ZsAHpuet8ocSi,84.00,27.80,1592711714
-MAIVqf5Oo9HvfXNqCVB,84.00,27.80,1592711724
-MAIVtBiAScMEGjJ0_6h,84.00,27.80,1592711734
-MAIVviOpFAIGX7l-XPG,84.00,27.80,1592711745
-MAIVyGV0QDHHHyBhEA1,84.00,27.80,1592711755
-MAIW-n7xaYUpCEYn4qz,84.00,27.80,1592711765
-MAIW2Jc-YRvwHSDh8Kh,85.00,27.80,1592711776
-MAIW4pPHfvAlOffzQKM,85.00,27.80,1592711786
-MAIW7LDtwK3cMHjpDTD,85.00,27.80,1592711796
-MAIW9tRIVyvOyCpIGHE,85.00,27.80,1592711807
-MAIWCPzPco8DtbuHH3-,84.00,27.80,1592711817
-MAIWEwc4m2tGFKtXNcs,84.00,27.80,1592711828
-MAIWHTCl0nf9SbLM_aw,84.00,28.10,1592711838
-MAIWJzpnrmV-W2573c0,84.00,28.20,1592711848
-MAIWMWQlw3hOhbGtZDE,85.00,28.20,1592711859
-MAIWP20g4l38zKsacwl,84.00,28.20,1592711869
-MAIWRZ_FiYEVsU6cPi0,84.00,28.20,1592711879
-MAIWU5EGCjh1vsjbse0,84.00,28.20,1592711890
-MAIWWbw-ZJnHthOWNKz,85.00,28.20,1592711900
-MAIWZ8QEONasSvdb4LB,85.00,28.50,1592711910
-MAIWaf1GgAfB9VwnZEk,85.00,28.50,1592711921
-MAIWdBgG2g_WJthfKKE,84.00,28.40,1592711931
-MAIWfiKSTWry0vdtrJ0,84.00,28.40,1592711941
-MAIWiEmK5DsUYbHQnbM,84.00,28.20,1592711952
-MAIWklQq2RD2jjP_hAC,84.00,28.20,1592711962
-MAIWngV0FBett2pWXmK,84.00,28.20,1592711972
-MAIWqDDW98UW2G01yVD,84.00,28.20,1592711984
-MAIWsjmBsNlZ3t_tR2f,84.00,28.20,1592711995
-MAIWvGOSipBPq8-hL-T,84.00,28.20,1592712005
-MAIWxn1m4THvMLkJjpi,84.00,28.20,1592712015
-MAIX-JZ0IMOx_z44CAA,84.00,28.20,1592712026
-MAIX1qBMwgjpicfn4hr,84.00,28.20,1592712036
-MAIX4Mmyncgq9NjRsY9,84.00,28.20,1592712047
-MAIX6tOTdHlppy47kgh,84.00,28.20,1592712057
-MAIX9PzKpV1USCcAIBZ,84.00,28.20,1592712067
-MAIXBwbk8cWTpZNfkuy,84.00,28.30,1592712078
-MAIXEUo9yElkQMm0GQo,84.00,28.30,1592712088
-MAIXH-YoMTbxotZ4TwO,84.00,28.20,1592712098
-MAIXJWOc_u5hqBtq1sU,83.00,28.30,1592712109
-MAIXM1ybbvvRv9bgub0,83.00,28.40,1592712119
-MAIXOZZWz1Bv4p9JbyD,83.00,28.30,1592712129
-MAIXR5CflMlUGVpQ68T,83.00,28.30,1592712140
-MAIXTi4MPlxyPX9qHm4,83.00,28.20,1592712150
-MAIXWEnVXcNIr0w9OGW,83.00,28.20,1592712161
-MAIXYlOdu8sF51JJ_CO,83.00,28.20,1592712171
-MAIXaHzxTIn_pdRxTIK,83.00,28.20,1592712181
-MAIXcogX4eBygVIKqQX,83.00,28.20,1592712192
-MAIXfLDoXE7clORjOv1,83.00,28.20,1592712202
-MAIXhrnD_lbuO24FvzD,83.00,28.20,1592712213
-MAIXkOQ6v36q57yH1Zw,83.00,28.20,1592712223
-MAIXmuzdvN-ig7VKOHd,83.00,28.20,1592712233
-MAIXpRccbBCKvHwPsKo,83.00,28.20,1592712244
-MAIXs1ypdDPa9coSwKx,83.00,28.20,1592712254
-MAIXuZamArwi5F61nCp,83.00,28.20,1592712265
-MAIXx5DSG1zpf9UqDpV,83.00,28.20,1592712275
-MAIXzbnajFvCjMxRRPe,83.00,28.20,1592712285
-MAIY18Ke0-wsyg-V-is,83.00,28.20,1592712296
-MAIY3eyo97RyY-wESkj,83.00,28.20,1592712306
-MAIY6BZKj01kI9UmXmJ,83.00,28.20,1592712316
-MAIY8iGe73_asDV4_fm,83.00,28.20,1592712327
-MAIYBEjOqojWYtpQpkg,83.00,28.20,1592712337
-MAIYDlOzS2GQH5GOBlY,83.00,28.50,1592712347
-MAIYGHuA1MWA_iObjra,83.00,28.50,1592712358
-MAIYIoZ2q3xgGzkTQQS,83.00,28.50,1592712368
-MAIYLL987BS37he1LV8,83.00,28.50,1592712378
-MAIYNrkD1UtZZQgnzfG,83.00,28.50,1592712389
-MAIYQOOtGL7o0AjniQM,83.00,28.50,1592712399
-MAIYSuyTwEi6MS45Rd8,83.00,28.50,1592712409
-MAIYVmXfUVpv_lWe4Re,83.00,28.50,1592712420
-MAIYYJX5YS3WluxCp_Y,83.00,28.50,1592712432
-MAIY_pXQ4Y9ZWp8ZAvs,83.00,28.50,1592712442
-MAIYcMigYDCC_4HbyTQ,83.00,28.50,1592712452
-MAIYetJIJauxBCaAytw,83.00,28.50,1592712463
-MAIYhPwG3SbSpqdBPIr,83.00,28.50,1592712473
-MAIYjwWNbB5L752SWGd,83.00,28.50,1592712483
-MAIYmT7IERRLElUm3CL,83.00,28.50,1592712494
-MAIYozjqjaMCI_p-FQt,83.00,28.50,1592712504
-MAIYrWIu98aWt5oHvk6,83.00,28.50,1592712514
-MAIYu14m0zWG2lAtwPH,83.00,28.50,1592712525
-MAIYwZY26AS8maWuM5E,83.00,28.70,1592712535
-MAIYz57ZnCm4RR_Xbkb,83.00,28.70,1592712545
-MAIZ0bhnvKXCt7d_YQi,83.00,28.70,1592712556
-MAIZ38Ja3xRrqR_XwMO,83.00,28.80,1592712566
-MAIZ5euSMgOfLntVd_H,83.00,28.80,1592712576
-MAIZ8BVwAujXZEDenTU,83.00,28.80,1592712587
-MAIZAi8SE-rNk1cj0zH,83.00,28.80,1592712597
-MAIZDEjlUfWJvuWK-ou,83.00,28.80,1592712607
-MAIZFlMqk0unXM2aniA,83.00,28.80,1592712618
-MAIZIHvqIPwzJMw99GB,82.00,28.80,1592712628
-MAIZKoaYsxgnnGkNOX7,82.00,28.80,1592712639
-MAIZNLA95FJpiogphnS,82.00,28.80,1592712649
-MAIZPrlgds0R3fwHYlq,82.00,28.80,1592712659
-MAIZSOMEmYlPvHH-tQI,82.00,28.80,1592712670
-MAIZUuzEi5XPaChV8Dg,82.00,28.80,1592712680
-MAIZXRXqfozLQDI3NJb,82.00,28.80,1592712690
-MAIZZy7CoEulkngeDA0,82.00,28.80,1592712701
-MAIZbV7q0cuKln0ZJDt,82.00,28.80,1592712711
-MAIZe0LotHr2tZ4ngUG,82.00,28.80,1592712721
-MAIZgY09RBNOh9Wx0zr,82.00,28.80,1592712732
-MAIZj3bRdqhUxelTcs3,82.00,28.80,1592712742
-MAIZlaCT_hGAjQ1RlMx,82.00,28.80,1592712752
-MAIZo6pw6FxFAOw_aqG,82.00,28.70,1592712763
-MAIZqdKHq9FdpBfG2o7,82.00,28.70,1592712773
-MAIZt9v4ztPbD5RYhEs,82.00,28.70,1592712783
-MAIZvgZUxMEd6KeUl4c,82.00,28.50,1592712794
-MAIZyDBv7YBX8IXH-S_,82.00,28.50,1592712804
-MAI_-jkPfXsHsPghcOp,82.00,28.60,1592712814
-MAI_2GMVEIIugU92-N5,82.00,28.70,1592712825
-MAI_4n-3fsSV0NuaZ_i,82.00,28.50,1592712835
-MAI_7Jbu6dLUhflPI3x,82.00,28.60,1592712845
-MAI_9qBu_J-9nogNHhV,82.00,28.50,1592712856
-MAI_CMlVI5bXHxvSLES,82.00,28.50,1592712866
-MAI_EtIB55nKKeuHf8D,82.00,28.50,1592712877
-MAI_HPzxfaZ3cpe0A13,82.00,28.50,1592712887
-MAI_JwavZ5CN3WOLOft,82.00,28.50,1592712897
-MAI_MTIgvDzI5TLDZ41,82.00,28.50,1592712908
-MAI_OzeiSbkephxSfqq,82.00,28.50,1592712918
-MAI_RWIC_AE5lR4vIBj,82.00,28.50,1592712928
-MAI_U1va6MXapSVFE8_,82.00,28.50,1592712939
-MAI_WZXeg1k4hlDWKZ6,82.00,28.50,1592712949
-MAI_Z5AM5FmeAt2AV7N,82.00,28.50,1592712959
-MAI_abiVkU6xUxshbJP,82.00,28.50,1592712970
-MAI_d8I-aFBzBAQJePm,82.00,28.50,1592712980
-MAI_ferkahHKAZmLiHC,83.00,28.40,1592712990
-MAI_iBU6QmCGdofsmxm,83.00,28.20,1592713001
-MAI_ki8YYcjCkHaSJvJ,83.00,28.20,1592713011
-MAI_nEg1KlNsAjy4lmu,83.00,28.20,1592713021
-MAI_plI-wRyxtG51nby,83.00,28.20,1592713032
-MAI_sHt5OV6asxsvtpB,83.00,28.20,1592713042
-MAI_uoXheoLoDOfkFt7,83.00,28.20,1592713052
-MAI_xXt7JHMsNhK_7MY,83.00,28.20,1592713064
-MAIa-3W0McrnlaD8YA6,83.00,28.20,1592713074
-MAIa1a5zyEfR2u3N8Ff,83.00,28.20,1592713084
-MAIa46h1-CNNeaH1Ir0,83.00,28.20,1592713095
-MAIa6dFK6FfzKjJ70xh,83.00,28.20,1592713105
-MAIa9A48xLTgqNnES-M,83.00,28.20,1592713115
-MAIaBfvOGYC5TvFK-Ja,83.00,28.20,1592713126
-MAIaED1oBg4iVgYRHP2,83.00,28.20,1592713136
-MAIaGjeTyIQ99-i-H4E,83.00,28.20,1592713146
-MAIaJGIWZrDKduULGsX,83.00,28.30,1592713157
-MAIaLmpCj4zuntx2OAd,83.00,28.40,1592713167
-MAIaOJTaawORBrHyoP_,83.00,28.50,1592713177
-MAIaQq3DPP1m_TaR2uD,83.00,28.50,1592713188
-MAIaTMc6VC3dKvTO_td,83.00,28.30,1592713198
-MAIaVtI_n2CfUXJ6h5k,83.00,28.20,1592713208
-MAIaYPrys7gxZUFIyFa,83.00,28.20,1592713219
-MAIa_wTy-ZS3jI3diNQ,83.00,28.20,1592713229
-MAIacT3WF9IWhdYbSuT,83.00,28.10,1592713240
-MAIaezdOFjMDN2Ili5s,83.00,28.20,1592713250
-MAIahWEG6IZD2TLWsgy,83.00,28.20,1592713260
-MAIak1pkvtt1bqZM5Vg,83.00,28.20,1592713271
-MAIamZTIy1LvU6_hO3e,84.00,27.80,1592713281
-MAIap5-xBGSSgTgD24a,84.00,27.80,1592713291
-MAIarc_swcGs8HWXD5F,84.00,27.80,1592713302
-MAIau9nZ3mD0nQ7oXJd,84.00,27.80,1592713312
-MAIawgU1xwHaFuC4o_4,84.00,27.80,1592713322
-MAIazCz1iQ3BgaFX3ay,84.00,27.80,1592713333
-MAIb0jef7JrV0dN2D7l,84.00,27.80,1592713343
-MAIb3GDLzYpIIkDD78H,84.00,27.80,1592713353
-MAIb5moTU6ZkQJS_HVK,84.00,27.80,1592713364
-MAIb8JRTLpf4q8mxuVq,84.00,27.80,1592713374
-MAIbAq1acxMdXjbSMaQ,84.00,27.80,1592713384
-MAIbDM_c92U20aNkk3s,84.00,27.60,1592713395
-MAIbFtEzYha6dqEAs2b,84.00,27.80,1592713405
-MAIbIPpc4eQC8ftj4cm,84.00,27.80,1592713416
-MAIbKwOyx3rmzE4HZ7C,84.00,27.80,1592713426
-MAIbNT-tN9wqItSfnSF,84.00,27.80,1592713436
-MAIbPyppfU6lGx_ggOe,84.00,27.80,1592713447
-MAIbSrB1V8dEH2oZN5D,84.00,27.80,1592713457
-MAIbVOCEvvqbJ3-HHAw,84.00,27.80,1592713469
-MAIbXun2MpzT2N_q1qk,84.00,27.80,1592713479
-MAIb_RPPR_d_pG2rEnX,84.00,28.00,1592713489
-MAIbby-0J4gsTnxngTK,84.00,28.20,1592713500
-MAIbeUaq4adbGk0XITa,84.00,28.20,1592713510
-MAIbh0MTyZ3OTA2TQNF,84.00,28.20,1592713520
-MAIbjXokKJvXj_2Pk4E,84.00,28.20,1592713531
-MAIbm3Pice8nEF3C4Dz,85.00,28.20,1592713541
-MAIboa1qsG69aalpyR5,85.00,28.20,1592713551
-MAIbr6X6mBrxTdqtqxb,84.00,28.10,1592713562
-MAIbtd7wlta0ZeN67Nc,84.00,28.20,1592713572
-MAIbw9fcKkFadQ1HLz5,84.00,28.10,1592713583
-MAIbygP46gDQExqgQn-,84.00,28.20,1592713593
-MAIc0D1KRDn67aQo4V2,85.00,28.20,1592713603
-MAIc2jdqx25yFKtb7h9,85.00,28.20,1592713614
-MAIc5GEvJ54WiZD4NVR,85.00,28.20,1592713624
-MAIc7mq2py9UuJK8Dvs,84.00,28.20,1592713634
-MAIcAJQ8Ogs7KfWsqnA,84.00,28.20,1592713645
-MAIcCpz6U6DFLOyE6AC,85.00,28.20,1592713655
-MAIcFMbfKwiC-PICOvf,85.00,28.00,1592713665
-MAIcHtFHjglyH5uRENU,85.00,27.80,1592713676
-MAIcKPl8WcXbx5S02E8,84.00,28.00,1592713686
-MAIcMwOToIj00KWGUbs,85.00,27.80,1592713696
-MAIcPSwn59rO7mmtlMu,85.00,27.80,1592713707
-MAIcRzeQqqI89m6b_zZ,85.00,27.80,1592713717
-MAIcUVT9Z3dMPGl4hII,85.00,27.80,1592713727
-MAIcX1qZQcrZYv4DexX,85.00,27.80,1592713738
-MAIcZZLtDrHYMBBe3Iw,84.00,27.80,1592713748
-MAIcb5-zRlGo9W5S3-u,84.00,27.80,1592713758
-MAIcdbe1pB7t9he8XRS,84.00,27.80,1592713769
-MAIcg8Ee-Lx5HcxNEOW,84.00,27.90,1592713779
-MAIcierfmkYhv5JT9ff,84.00,28.00,1592713789
-MAIclBPDUnrolXmz1ip,84.00,28.20,1592713800
-MAIcnhz6gKcc1oju7ge,84.00,28.20,1592713810
-MAIcqEZIIiEP6EGc8RJ,84.00,28.20,1592713821
-MAIcslCgvwYasb4otf4,84.00,28.20,1592713831
-MAIcvHkkDExGHfI42oM,84.00,28.20,1592713841
-MAIcxoK-YKsoGpnCBkz,84.00,28.20,1592713852
-MAId-KwjG4vqqdxchsg,84.00,28.20,1592713862
-MAId1rXvGWcdkwz-3T3,85.00,28.20,1592713872
-MAId4OA3ZDCKKXw581n,84.00,28.20,1592713883
-MAId6uhtCjHGb8iWJ3M,85.00,28.20,1592713893
-MAId9RLLyGYQj5i3q_4,85.00,28.20,1592713903
-MAIdBxwB-TzVrVGHF34,85.00,28.20,1592713914
-MAIdEUXCzJEM7qQXPaO,84.00,28.20,1592713924
-MAIdH05f-nfBwdByPBr,84.00,28.20,1592713934
-MAIdJXlswPlvTO4ZywE,84.00,28.20,1592713945
-MAIdM3KA5VdRFqpL37T,85.00,28.20,1592713955
-MAIdO_wBXJZsrIrEVNF,84.00,28.20,1592713965
-MAIdR6VVHw676rPHJ57,85.00,28.20,1592713976
-MAIdTd6D2EYgtiCCtOq,85.00,28.20,1592713986
-MAIdW9kUlhHdvpsNIRs,85.00,28.20,1592713996
-MAIdYgHfrfMAEfieZ6L,85.00,28.20,1592714007
-MAIdaCnv5XbEZvResQd,85.00,28.20,1592714017
-MAIdcjXtGVZsUYqCgyx,85.00,28.20,1592714027
-MAIdfG5vSVfoHiLjjgM,84.00,28.20,1592714038
-MAIdhmlfGLZn3zmyGi5,85.00,28.20,1592714048
-MAIdkJMr8hlAH860CK1,85.00,28.20,1592714059
-MAIdmpuEwMxgiOjx6Cj,85.00,28.00,1592714069
-MAIdpMXnpRrQ_GXlxJ3,84.00,27.80,1592714079
-MAIdrsMnYdTdGcXLRzq,84.00,27.80,1592714090
-MAIduPgLqLCymSDG9qh,84.00,27.80,1592714100
-MAIdwwJ83bqjEuoGUfa,85.00,27.80,1592714110
-MAIdzS6bJaKaQBWWr0v,85.00,27.80,1592714121
-MAIe0zXeOr-Ky4oyqu1,85.00,27.80,1592714131
-MAIe3W8kZ3FZMDG54e-,85.00,27.80,1592714141
-MAIe61ixIa_8sKPgWb1,85.00,28.00,1592714152
-MAIe8ZJbfAJCQSGOG5P,84.00,27.90,1592714162
-MAIeB4twGWLz3Q_TdF-,84.00,27.90,1592714172
-MAIeDbStjgVXBI6Vmp1,85.00,27.80,1592714183
-MAIeG87BFvXWIKt8SGX,84.00,28.00,1592714193
-MAIeIedeOJwta9RwF14,85.00,28.20,1592714203
-MAIeLBJjFEna0Z6wkJr,84.00,28.20,1592714214
-MAIeNhrFqk1MJSp1PO0,84.00,28.20,1592714224
-MAIeQET9dCcZqKQzOVa,84.00,28.20,1592714234
-MAIeSl32np5UN1Y68v3,84.00,28.20,1592714245
-MAIeVHjjnGwlFrfrqGJ,84.00,28.20,1592714255
-MAIeXoIcsTe-5onkdNW,84.00,28.20,1592714265
-MAIe_MSWUd65ht3krVn,84.00,28.20,1592714276
-MAIebt1bjHVOmz3FE2D,84.00,28.20,1592714286
-MAIeeRIifuZRiNpCaKW,84.00,28.20,1592714297
-MAIegxvI_2f1xd3uCQr,84.00,28.20,1592714307
-MAIejUPqGjn331VZV-v,84.00,28.20,1592714317
-MAIem0-0B51dJHsndhf,84.00,28.10,1592714328
-MAIeoXcCwSrq9LqrdAO,84.00,28.20,1592714338
-MAIer3Jcf6NYWKs5upy,84.00,28.10,1592714348
-MAIet_t4PRqVDSAFlt8,84.00,28.20,1592714359
-MAIew6XwTvVMZZN5Qv7,84.00,28.20,1592714369
-MAIeyczrPom2qEp4TUt,84.00,28.50,1592714380
-MAIf09etIWKh3DTg_kV,84.00,28.50,1592714390
-MAIf2gPihaYX1xWuAgU,84.00,28.40,1592714400
-MAIf5CpucWsbaCnELVs,84.00,28.30,1592714411
-MAIf7jSgm2zHh7uGnEH,84.00,28.20,1592714421
-MAIfAG3_ebuzoCSLDDe,84.00,28.20,1592714431
-MAIfCmiYnq85kd5vF2-,85.00,28.20,1592714442
-MAIfFIYGVd4Nxa_1x1A,85.00,28.20,1592714452
